noise_mse,lr,epoch_seconds
0.2632383583434697,0.0002,20.99199580000277
0.12700237590691138,0.00019959742939952392,7.970126700001856
0.1056223379383827,0.00019839295885986296,7.969066499998007
0.09680776336583598,0.00019639628606958533,7.974386599998979
0.09113533319584255,0.00019362348706397373,7.97235290000026
0.08735040690878342,0.00019009688679024194,7.975443900002574
0.08501434775775876,0.00018584487936018664,7.971803699998418
0.0828433726625196,0.0001809016994374948,7.983647799999744
0.08163410052657127,0.00017530714660036114,7.985135599999921
0.08027658046319566,0.0001691062648986865,7.984541300000274
0.07853016308669386,0.0001623489801858734,7.971129699999437
0.07808493899888005,0.00015508969814521028,8.073972599999252
0.07610620596799357,0.00014738686624729989,7.98184350000156
0.07573391933893335,0.00013930250316539238,7.979719499999192
0.07595706936614267,0.00013090169943749476,7.982757500001753
0.0749203295543276,0.00012225209339563145,7.986785000000964
0.07428127334549509,0.00011342332658176557,7.988272300000972
0.07353816386954538,0.00010448648303505152,7.9933264999999665
0.07277333646498878,9.551351696494853e-05,7.9820550000004005
0.07241316704914488,8.657667341823447e-05,7.985158600000432
0.07228122625885339,7.774790660436858e-05,7.981489800000418
0.07202712459297016,6.909830056250527e-05,7.978148300000612
0.07145679164035566,6.0697496834607674e-05,7.98178960000223
0.07131618800862081,5.2613133752700145e-05,7.977825900001335
0.07113513620249157,4.491030185478976e-05,7.982382000001962
0.07141667026384123,3.765101981412666e-05,7.986329999999725
0.07008376345038414,3.089373510131355e-05,8.253597699997044
0.0713357749427187,2.4692853399638917e-05,8.205051900000399
0.07112771735109132,1.9098300562505266e-05,8.190444799998659
0.07111524507917207,1.415512063981339e-05,8.144243300001108
0.07108411796647927,9.903113209758096e-06,8.193111299999146
0.07030027603794789,6.376512936026279e-06,8.240895500002807
0.07067436095455597,3.603713930414676e-06,8.194104300000618
0.07072356034969461,1.6070411401370332e-06,8.2372804000006
0.06945290634858198,4.025706004760932e-07,8.090728299997863
