total,reconstruction,kl,test_total,lr
372.38338471679685,359.22852473958335,13.154861997477214,265.5359636230469,0.002
255.7052511311849,240.38001720377605,15.325236057027182,252.69944516601564,0.001992114701314478
249.19146901041665,233.8390614095052,15.352407194519042,248.8364578857422,0.001968583161128631
245.98186802571615,230.4331518391927,15.548715662638346,246.7247884765625,0.0019297764858882515
244.16719756673177,228.4782852294922,15.68891269276937,245.45946967773438,0.0018763066800438636
242.70913598632814,226.94867052408856,15.760466123453776,243.89994741210938,0.0018090169943749475
241.6667385986328,225.80906022135417,15.857679164632161,242.8687365234375,0.0017289686274214115
240.91227369791667,225.0153898111979,15.896883656311035,242.8637899658203,0.0016374239897486895
240.24440588378906,224.30600735677083,15.938397722880046,241.99149606933594,0.0015358267949789964
239.73202946777343,223.71616979980467,16.015860018920897,241.4559536376953,0.0014257792915650725
239.2627764811198,223.2271745279948,16.035602271525065,241.46358205566406,0.0013090169943749473
238.88278064778646,222.84375934244792,16.03902071940104,240.6378662841797,0.0011873813145857248
238.47996614583334,222.39582186686198,16.084144585673016,240.28007458496094,0.0010627905195293135
238.1790530436198,222.04501750488282,16.13403544108073,240.0387462890625,0.0009372094804706867
237.82564514160157,221.68839904785156,16.13724691772461,239.77572456054688,0.0008126186854142754
237.54533649902345,221.38316621907552,16.16217095998128,239.68048718261718,0.0006909830056250529
237.4182470703125,221.24875630696616,16.16948998514811,239.23958037109375,0.0005742207084349273
237.16891360677084,220.98251193033855,16.186402001953127,239.16647333984375,0.0004641732050210031
236.96001713867187,220.77611115722655,16.183906160481772,238.93674990234376,0.00036257601025131025
236.8311205078125,220.61077364095053,16.22034698791504,238.88811352539062,0.00027103137257858867
236.68254748535156,220.45798510742188,16.224562596638997,238.72770415039062,0.00019098300562505268
236.53979275716145,220.31423408203125,16.225557809448244,238.64177126464844,0.00012369331995613645
236.47441532389323,220.23409427897136,16.24031995493571,238.52267924804687,7.022351411174866e-05
236.40682817382813,220.15431059570312,16.25251728515625,238.4708395751953,3.141683887136904e-05
236.38718998209634,220.13028017578125,16.256909536743166,238.51870234375,7.885298685522236e-06
