step,noise_mse
1,1.1495763063430786
51,0.7790495753288269
101,0.5607945919036865
151,0.45730045437812805
201,0.3884277939796448
251,0.4091383218765259
301,0.3992959260940552
351,0.3842752277851105
401,0.33980756998062134
451,0.360124409198761
501,0.3250688314437866
551,0.33294039964675903
601,0.3343062996864319
651,0.3062334656715393
701,0.2892458140850067
751,0.2797949016094208
801,0.3230099380016327
851,0.3231774568557739
901,0.3190837502479553
951,0.25951582193374634
1001,0.33304768800735474
1051,0.30725789070129395
1101,0.315364807844162
1151,0.3059160113334656
1201,0.29465949535369873
1251,0.2586372196674347
1301,0.3070017099380493
1351,0.30311155319213867
1401,0.29769349098205566
1451,0.2888191044330597
1501,0.3111680746078491
1551,0.31197574734687805
1601,0.25595369935035706
1651,0.31338736414909363
1701,0.2578214704990387
1751,0.25216439366340637
1801,0.2539089620113373
1851,0.28642207384109497
1901,0.29274874925613403
1951,0.2593000531196594
2001,0.2868986129760742
2051,0.29825055599212646
2101,0.27555686235427856
2151,0.2737343907356262
2201,0.26880332827568054
2251,0.2960793972015381
2301,0.25106823444366455
2351,0.2649631202220917
2401,0.29460421204566956
2451,0.28152069449424744
2501,0.29377755522727966
2551,0.28454816341400146
2601,0.2624084949493408
2651,0.2836933434009552
2701,0.24255019426345825
2751,0.2798401713371277
2801,0.2689957320690155
2851,0.2957702875137329
2901,0.2850106954574585
2951,0.2976665496826172
3001,0.27696749567985535
3051,0.27701348066329956
3101,0.25881069898605347
3151,0.22010016441345215
3201,0.2649296522140503
3251,0.24655675888061523
3301,0.2673993706703186
3351,0.2824305593967438
3401,0.2810933589935303
3451,0.2761748731136322
3501,0.24858464300632477
3551,0.26781994104385376
3601,0.27059388160705566
3651,0.2742237448692322
3701,0.24425901472568512
3751,0.2780940532684326
3801,0.28978443145751953
3851,0.26226508617401123
3901,0.25398004055023193
3951,0.28128212690353394
4001,0.2621942162513733
4051,0.238962322473526
4101,0.25936877727508545
4151,0.25871726870536804
4201,0.27974599599838257
4251,0.2970341444015503
4301,0.26105016469955444
4351,0.277999609708786
4401,0.23365186154842377
4451,0.245221346616745
4501,0.2352409064769745
4551,0.24109818041324615
4601,0.267440527677536
4651,0.24999551475048065
4701,0.2235882729291916
4751,0.2301882803440094
4801,0.267025887966156
4851,0.2756810784339905
4901,0.2525489032268524
4951,0.26657500863075256
5000,0.26043492555618286
