step,loss,reconstruction,kl,beta
1,2177.007568359375,2176.96630859375,8.254076957702637,0.005
51,1076.1162109375,1042.3248291015625,132.51531982421875,0.255
101,1015.8556518554688,964.7695922851562,101.16050720214844,0.505
151,1045.874267578125,967.090087890625,104.34996032714844,0.755
201,1050.6932373046875,980.06591796875,70.62732696533203,1.0
251,1029.0350341796875,967.219970703125,61.815032958984375,1.0
301,995.27880859375,925.3031616210938,69.97561645507812,1.0
351,964.9073486328125,896.62353515625,68.2838134765625,1.0
401,951.655029296875,886.9088745117188,64.74615478515625,1.0
451,982.8751220703125,917.812744140625,65.06240844726562,1.0
501,969.2003173828125,904.2506103515625,64.94970703125,1.0
551,964.023193359375,900.0463256835938,63.976890563964844,1.0
601,929.994873046875,867.48828125,62.506595611572266,1.0
651,956.8822631835938,894.2235107421875,62.65876770019531,1.0
701,950.2600708007812,891.0292358398438,59.230831146240234,1.0
751,974.5411987304688,913.9186401367188,60.622535705566406,1.0
801,981.324951171875,920.344482421875,60.9804801940918,1.0
851,979.5004272460938,922.08984375,57.41059875488281,1.0
901,990.960205078125,934.6155395507812,56.34468078613281,1.0
951,925.423828125,867.2813720703125,58.1424674987793,1.0
1001,964.2783813476562,909.2564697265625,55.021888732910156,1.0
1051,933.9259643554688,875.881591796875,58.04437255859375,1.0
1101,971.8761596679688,914.277587890625,57.59858322143555,1.0
1151,946.6112670898438,888.1314697265625,58.47980499267578,1.0
1201,957.3541870117188,900.527587890625,56.82660675048828,1.0
1251,975.5279541015625,922.1646728515625,53.36328887939453,1.0
1301,968.0319213867188,911.8055419921875,56.22636795043945,1.0
1351,954.8314208984375,906.0694580078125,48.761966705322266,1.0
1401,945.1135864257812,891.7630615234375,53.35053253173828,1.0
1451,956.6465454101562,903.218505859375,53.42802429199219,1.0
1501,945.5076904296875,888.4625244140625,57.045143127441406,1.0
1551,937.8701782226562,882.8564453125,55.013710021972656,1.0
1601,948.7056884765625,896.3884887695312,52.31718063354492,1.0
1651,964.8059692382812,912.8975830078125,51.90837097167969,1.0
1701,946.9716796875,895.8618774414062,51.10980224609375,1.0
1751,960.39404296875,906.5911865234375,53.80288314819336,1.0
1801,935.1405639648438,884.2601318359375,50.88043212890625,1.0
1851,926.0403442382812,873.4490356445312,52.59133529663086,1.0
1901,946.0999755859375,894.592041015625,51.50792694091797,1.0
1951,912.0394287109375,861.1231689453125,50.916236877441406,1.0
2001,945.7410278320312,892.4403076171875,53.30073547363281,1.0
2051,934.5838012695312,884.6390380859375,49.94474411010742,1.0
2101,961.6580200195312,911.1296997070312,50.528297424316406,1.0
2151,934.4061279296875,885.37646484375,49.029640197753906,1.0
2201,936.7713623046875,887.9535522460938,48.81779479980469,1.0
2251,940.739013671875,892.7079467773438,48.03108215332031,1.0
2301,941.3002319335938,892.70166015625,48.59855651855469,1.0
2351,945.4722900390625,895.1043701171875,50.367942810058594,1.0
2401,927.41455078125,877.767333984375,49.64724349975586,1.0
2451,919.8229370117188,872.2047119140625,47.61822509765625,1.0
2501,940.393798828125,890.619873046875,49.773956298828125,1.0
2551,942.4774780273438,892.6018676757812,49.8756103515625,1.0
2601,928.9447021484375,879.7046508789062,49.240020751953125,1.0
2651,943.941162109375,893.8060302734375,50.1351203918457,1.0
2701,880.2562866210938,833.4853515625,46.770912170410156,1.0
2751,898.173828125,849.7198486328125,48.45399475097656,1.0
2801,914.7694091796875,864.675537109375,50.09388732910156,1.0
2851,917.8674926757812,869.010009765625,48.85745620727539,1.0
2901,941.2918701171875,891.4053955078125,49.88650131225586,1.0
2951,926.4818725585938,878.2105712890625,48.271305084228516,1.0
3000,910.6132202148438,860.7589111328125,49.854286193847656,1.0
