step,noise_mse
1,1.1015594005584717
51,0.43043336272239685
101,0.17698916792869568
151,0.11881416290998459
201,0.0792413055896759
251,0.07136644423007965
301,0.055017661303281784
351,0.05898847430944443
401,0.05249680206179619
451,0.041047804057598114
501,0.04140733182430267
551,0.0395340770483017
601,0.03870043158531189
651,0.034329820424318314
701,0.036327969282865524
751,0.03517131134867668
801,0.03522606939077377
851,0.03036060556769371
901,0.0308390986174345
951,0.0343426950275898
1001,0.037104636430740356
1051,0.03277551755309105
1101,0.03248966485261917
1151,0.029119810089468956
1201,0.03183566778898239
1251,0.03371616452932358
1301,0.031170547008514404
1351,0.02727944776415825
1401,0.03166462853550911
1451,0.03462713956832886
1501,0.034464478492736816
1551,0.03289569914340973
1601,0.03104345314204693
1651,0.026332169771194458
1701,0.03013506531715393
1751,0.02790031209588051
1801,0.027330011129379272
1851,0.029815353453159332
1901,0.02678743004798889
1951,0.025761477649211884
2001,0.027096247300505638
2051,0.026090791448950768
2101,0.026657378301024437
2151,0.03081548772752285
2201,0.03052753210067749
2251,0.028991062194108963
2301,0.025300592184066772
2351,0.02652466855943203
2401,0.026074610650539398
2451,0.027484390884637833
2501,0.023846834897994995
2551,0.026614129543304443
2601,0.024705206975340843
2651,0.024847952648997307
2701,0.023896053433418274
2751,0.025957142934203148
2801,0.026549432426691055
2851,0.02543093077838421
2901,0.024067765101790428
2951,0.023635096848011017
3001,0.024959903210401535
3051,0.024638883769512177
3101,0.026330169290304184
3151,0.025041580200195312
3201,0.024121439084410667
3251,0.022399723529815674
3301,0.022120773792266846
3351,0.024135947227478027
3401,0.02460278570652008
3451,0.025875112041831017
3501,0.022148702293634415
3551,0.026956599205732346
3601,0.02299032360315323
3651,0.024783417582511902
3701,0.02127162180840969
3751,0.0235060416162014
3801,0.020823238417506218
3851,0.028263315558433533
3901,0.02719852142035961
3951,0.023526474833488464
4001,0.026851940900087357
4051,0.023104211315512657
4101,0.02272897958755493
4151,0.023740297183394432
4201,0.02513892948627472
4251,0.02404215559363365
4301,0.02565995417535305
4351,0.021618109196424484
4401,0.023894846439361572
4451,0.025520361959934235
4501,0.02112506330013275
4551,0.022642171010375023
4601,0.025230709463357925
4651,0.024264713749289513
4701,0.0263312216848135
4751,0.024449598044157028
4801,0.02329098805785179
4851,0.01985444501042366
4901,0.02267419919371605
4951,0.025654662400484085
5000,0.021059483289718628
