step,loss,reconstruction,kl,beta
1,2109.499755859375,2109.46337890625,7.275830268859863,0.005
51,818.7178955078125,793.0481567382812,100.6656494140625,0.255
101,768.3504028320312,720.2098388671875,95.32789611816406,0.505
151,745.8876953125,693.958740234375,68.78004455566406,0.755
201,747.0499877929688,697.117919921875,49.93205261230469,1.0
251,717.7080078125,675.573974609375,42.13402557373047,1.0
301,734.8126220703125,694.6871337890625,40.125518798828125,1.0
351,705.6024780273438,658.9937133789062,46.608787536621094,1.0
401,689.5355224609375,647.115478515625,42.4200325012207,1.0
451,685.3675537109375,640.69482421875,44.6727294921875,1.0
501,697.4141845703125,657.3526611328125,40.061527252197266,1.0
551,686.044921875,648.363525390625,37.681365966796875,1.0
601,706.9251708984375,665.78759765625,41.137596130371094,1.0
651,713.7724609375,670.759033203125,43.01342010498047,1.0
701,690.6988525390625,652.9822998046875,37.71657943725586,1.0
751,685.5460815429688,648.6241455078125,36.92190933227539,1.0
801,691.8231201171875,655.9190673828125,35.904052734375,1.0
851,673.165283203125,637.9393310546875,35.225921630859375,1.0
901,684.6703491210938,648.5658569335938,36.1044921875,1.0
951,674.1858520507812,638.416259765625,35.769569396972656,1.0
1001,670.3836059570312,635.4066162109375,34.976985931396484,1.0
1051,678.7611083984375,642.9750366210938,35.78605270385742,1.0
1101,679.4273681640625,644.4383544921875,34.98900604248047,1.0
1151,667.5318603515625,631.9825439453125,35.54929733276367,1.0
1201,669.6028442382812,635.8075561523438,33.79531478881836,1.0
1251,658.8338623046875,624.749755859375,34.084075927734375,1.0
1301,666.3463134765625,631.2778930664062,35.068443298339844,1.0
1351,685.6639404296875,650.79931640625,34.86460494995117,1.0
1401,642.8068237304688,608.4534301757812,34.35340118408203,1.0
1451,684.534912109375,649.9508056640625,34.584075927734375,1.0
1501,664.6085205078125,630.26708984375,34.341461181640625,1.0
1551,677.3748779296875,642.2513427734375,35.12350845336914,1.0
1601,667.5026245117188,633.1943359375,34.308292388916016,1.0
1651,658.2227783203125,625.6678466796875,32.554954528808594,1.0
1701,634.177978515625,601.990234375,32.18775939941406,1.0
1751,655.8214721679688,623.1927490234375,32.62871551513672,1.0
1801,662.6232299804688,630.3812255859375,32.24198532104492,1.0
1851,663.4174194335938,631.1920166015625,32.22538757324219,1.0
1901,658.8204956054688,626.0159301757812,32.8045654296875,1.0
1951,665.15478515625,633.1500244140625,32.004764556884766,1.0
2001,671.1156005859375,639.140869140625,31.9747314453125,1.0
2051,665.61865234375,634.3099365234375,31.308740615844727,1.0
2101,664.5554809570312,632.9898681640625,31.565595626831055,1.0
2151,660.2096557617188,627.462890625,32.74677658081055,1.0
2201,671.33740234375,639.2186279296875,32.118804931640625,1.0
2251,658.5741577148438,625.8741455078125,32.699989318847656,1.0
2301,644.6380004882812,612.0213623046875,32.61664962768555,1.0
2351,687.7061767578125,655.0313720703125,32.674827575683594,1.0
2401,658.1351318359375,626.1522216796875,31.982940673828125,1.0
2451,654.7681274414062,623.7058715820312,31.062253952026367,1.0
2501,658.1002197265625,627.12353515625,30.976673126220703,1.0
2551,667.5218505859375,635.2840576171875,32.23780059814453,1.0
2601,658.6118774414062,625.837646484375,32.774253845214844,1.0
2651,649.4850463867188,617.8961181640625,31.58893585205078,1.0
2701,669.5635375976562,637.378173828125,32.18535614013672,1.0
2751,694.039794921875,661.7994384765625,32.2403678894043,1.0
2801,658.5208129882812,627.12060546875,31.400236129760742,1.0
2851,675.8539428710938,643.616943359375,32.237022399902344,1.0
2901,644.958251953125,613.7626342773438,31.19564437866211,1.0
2951,649.523193359375,617.9354248046875,31.58778190612793,1.0
3000,657.7589111328125,625.762451171875,31.99643898010254,1.0
