model,custom_fid,custom_kid_mean,custom_kid_std,mean_classifier_confidence,median_classifier_confidence,recognizability_rate_at_0.8,class_coverage,class_distribution_entropy,inception_score,inception_score_std,feature_pairwise_distance,sobel_sharpness,nearest_neighbor_mean_distance,nearest_neighbor_median_distance,memorization_rate_below_real_1pct_threshold,training_minutes,sampling_total_seconds,sampling_ms_per_image,trainable_parameters,peak_gpu_memory_mb,final_training_loss,training_tail_cv,training_loss_slope,nonfinite_loss_count
VAE,40.47085083574777,1.5233376979827882,0.1198306001335065,0.7197543978691101,0.7445274591445923,0.4462,10,0.94006258984032,4.160354733467102,0.1682736006823317,9.807500839233398,0.551335334777832,2.1242151260375977,1.9504220485687256,0.0,0.4208057983333371,0.042639499999495456,0.00852789999989909,1700865,558.15380859375,236.2849939860026,0.0004599884990477947,-1.6293043321564522,0
DDPM,8.490574104595026,0.349274206161499,0.05232197862592748,0.8318906426429749,0.9250843524932861,0.6492,10,0.9859983970746403,6.191787481307983,0.10637272425405794,13.190117835998535,0.6954495906829834,1.5747814178466797,1.5164265632629395,0.0,4.83495809833336,41.27753490000032,8.255506980000064,5216833,6274.93408203125,0.07063281073652465,0.0022774490686486514,-0.001631376425290637,0
