generated_index,nearest_reference_index,feature_distance,below_1pct_real_baseline_threshold
61,9579,0.8062599,False
26,3151,0.8351751,False
111,5732,0.88325316,False
37,4121,0.89632905,False
80,6949,0.93791497,False
30,3547,1.0291913,False
29,3261,1.1310533,False
4,259,1.1753854,False
17,1239,1.1783998,False
18,2860,1.1873008,False
35,981,1.2015259,False
53,7806,1.2085472,False
112,7919,1.2221055,False
3,6843,1.2323321,False
106,8239,1.2896897,False
89,5911,1.3000993,False
67,235,1.3118445,False
41,4300,1.3157237,False
115,5095,1.3219764,False
83,714,1.3428938,False
126,8959,1.3590747,False
100,7919,1.3812516,False
73,7991,1.4361141,False
107,3996,1.4526432,False
116,6396,1.4795847,False
8,1286,1.4842954,False
74,9788,1.496731,False
117,974,1.5212123,False
113,4639,1.5349313,False
90,9887,1.5443168,False
43,3767,1.5583172,False
69,585,1.603324,False
91,7806,1.6066575,False
94,3697,1.6194056,False
96,1832,1.6218495,False
23,4452,1.6338028,False
25,142,1.6642103,False
76,7701,1.6683141,False
50,6315,1.6790606,False
1,5391,1.686556,False
15,1802,1.6897014,False
44,9479,1.7006785,False
45,2370,1.7137278,False
13,4224,1.7139404,False
10,6822,1.7232618,False
27,3811,1.732877,False
60,7672,1.7442139,False
120,8494,1.7486676,False
104,1396,1.7731535,False
58,9357,1.7784826,False
127,2722,1.783017,False
62,2196,1.7915331,False
122,9200,1.7936027,False
21,378,1.8022963,False
66,839,1.8077688,False
118,2543,1.8205724,False
102,1920,1.8289052,False
51,5116,1.8347154,False
0,8596,1.8531564,False
33,2885,1.888038,False
28,2061,1.8964864,False
87,494,1.9077033,False
38,714,1.9092454,False
31,8562,1.9216715,False
82,3203,1.9791725,False
42,1392,1.9986119,False
88,5602,2.0016444,False
65,3071,2.009106,False
84,9418,2.0135317,False
14,5907,2.020869,False
123,9287,2.0289342,False
49,3400,2.042598,False
63,9575,2.0453658,False
109,2550,2.0729043,False
56,2997,2.0807836,False
86,7184,2.1053455,False
93,1886,2.125814,False
92,694,2.1350918,False
108,2550,2.151563,False
20,491,2.1587222,False
101,3658,2.1594787,False
48,8796,2.1703243,False
64,4715,2.180736,False
52,8253,2.1856952,False
75,3538,2.2065988,False
78,1757,2.2306273,False
11,5658,2.3024552,False
79,2394,2.3243985,False
54,7432,2.337827,False
34,6975,2.3544989,False
99,9232,2.454614,False
7,3889,2.4576104,False
55,933,2.490861,False
85,4250,2.5228326,False
57,2877,2.5375025,False
70,6473,2.542166,False
47,1832,2.5767124,False
22,9603,2.6830902,False
95,4250,2.786039,False
119,6419,2.7952971,False
40,5468,2.873056,False
125,5602,2.881039,False
97,1392,2.8821363,False
110,2053,2.8999257,False
105,1233,2.9252818,False
2,981,2.97007,False
6,1369,2.9779513,False
68,3200,3.078418,False
5,5505,3.0979815,False
114,5147,3.0991466,False
98,8533,3.1435933,False
77,6189,3.1868944,False
59,6792,3.228931,False
121,7691,3.2423835,False
39,494,3.2825139,False
19,1832,3.2832453,False
24,4042,3.402597,False
12,8701,3.4600182,False
103,5602,3.4614005,False
71,7142,3.5128028,False
81,5573,3.5197115,False
32,7142,3.6322882,False
9,446,3.686628,False
72,4042,3.7033446,False
46,4042,3.8118577,False
16,5320,3.9642963,False
124,5320,4.0696282,False
36,4042,4.3569217,False
