generated_index,nearest_reference_index,feature_distance,below_1pct_real_baseline_threshold
60,5652,0.68815166,False
18,3071,0.6890103,False
34,3569,0.7052215,False
95,5444,0.7444148,False
92,7446,0.78508335,False
87,9577,0.83496034,False
52,9523,0.84004813,False
101,486,0.849863,False
43,5141,0.8532407,False
120,3222,0.88300043,False
123,6794,0.9030199,False
55,358,0.9118877,False
35,999,0.9146424,False
5,742,0.93668175,False
17,4699,0.9401777,False
115,9111,0.9646381,False
21,9247,0.9661989,False
81,487,0.9777415,False
109,7622,0.991576,False
30,7609,1.0239518,False
48,1433,1.0381001,False
67,100,1.0412867,False
50,3876,1.0434368,False
23,243,1.0671,False
72,8432,1.0828911,False
76,9915,1.0881202,False
4,1668,1.0942487,False
0,9525,1.1072307,False
110,7115,1.1404544,False
45,2631,1.1551112,False
99,9404,1.1583793,False
77,4958,1.1615529,False
27,9930,1.1948593,False
97,6976,1.2018783,False
73,2019,1.2059973,False
80,742,1.2075368,False
83,4800,1.2231616,False
127,3032,1.2300564,False
122,1326,1.2570586,False
85,6641,1.2622145,False
70,4314,1.2773751,False
40,9754,1.2782483,False
106,130,1.2876443,False
46,9600,1.288694,False
37,8374,1.3125232,False
47,701,1.3203529,False
63,4638,1.3474524,False
2,7554,1.3534621,False
31,9898,1.3564675,False
89,1623,1.3645426,False
57,7596,1.3719199,False
91,7084,1.3754383,False
66,6683,1.39362,False
20,4151,1.4029801,False
56,6084,1.4169381,False
103,7729,1.425123,False
100,1714,1.4323319,False
33,74,1.4388368,False
118,1369,1.4566123,False
78,2815,1.4659579,False
39,9597,1.4670557,False
59,5245,1.4701934,False
14,183,1.4825724,False
15,8896,1.5146506,False
119,998,1.5182027,False
105,3684,1.5625904,False
64,5291,1.5681593,False
94,3203,1.5824001,False
69,7628,1.5871012,False
1,1811,1.5980191,False
116,6816,1.6135154,False
84,4062,1.6182297,False
53,2711,1.6283324,False
29,5843,1.6734098,False
9,1743,1.6746666,False
65,6703,1.6939979,False
3,1248,1.6976836,False
54,9204,1.702603,False
8,1929,1.7033445,False
11,4699,1.7037498,False
125,3251,1.7097588,False
10,8959,1.7145412,False
42,7808,1.7390975,False
61,5003,1.7537757,False
26,301,1.7587324,False
24,5828,1.7648925,False
112,4849,1.7671432,False
96,6168,1.7771344,False
107,5719,1.7833475,False
6,2531,1.807197,False
62,6130,1.8119963,False
88,9166,1.8155303,False
74,7013,1.8204895,False
111,6900,1.8212365,False
25,8518,1.8625677,False
19,3853,1.8832704,False
124,9780,1.9098188,False
16,9069,1.9138343,False
51,4167,1.9223176,False
38,2791,1.9235445,False
114,7924,1.9416194,False
113,2920,1.9543083,False
104,1064,1.971868,False
41,6648,1.9933801,False
12,3463,1.9962829,False
7,6893,2.0460382,False
68,762,2.0757823,False
102,8875,2.1252136,False
36,965,2.1320195,False
32,3452,2.1437116,False
108,3999,2.1597323,False
82,7633,2.1844602,False
121,7439,2.2233186,False
86,98,2.22513,False
90,1325,2.2308338,False
75,3040,2.2512865,False
117,3192,2.28182,False
71,9078,2.3241284,False
44,9139,2.3474157,False
126,6316,2.352591,False
93,8482,2.3778088,False
79,1082,2.4989524,False
98,3052,2.703414,False
22,65,2.802137,False
49,25,2.8486152,False
13,8486,2.974573,False
58,494,3.0822096,False
28,7818,3.27197,False
