model,custom_fid,custom_kid_mean,custom_kid_std,mean_classifier_confidence,median_classifier_confidence,recognizability_rate_at_0.8,class_coverage,class_distribution_entropy,inception_score,inception_score_std,feature_pairwise_distance,sobel_sharpness,nearest_neighbor_mean_distance,nearest_neighbor_median_distance,memorization_rate_below_real_1pct_threshold,training_minutes,sampling_total_seconds,sampling_ms_per_image,trainable_parameters,peak_gpu_memory_mb,final_training_loss,training_tail_cv,training_loss_slope,nonfinite_loss_count
VAE,51.1207119250366,1.8736605405807496,0.09610676693247525,0.7040367126464844,0.7168288230895996,0.41,10,0.9310242925509241,3.9122989892959597,0.10030735447363964,9.569626808166504,0.5421607494354248,2.1829864978790283,2.1031911373138428,0.0,0.3724296649999815,0.03752440000062052,0.007504880000124103,1700865,558.15380859375,236.14888090820313,0.0005086129540221745,-1.5175834868602287,0
DDPM,7.6580283178362265,0.3256678581237793,0.038399485027449255,0.832238495349884,0.933844804763794,0.656,10,0.9910759764166539,6.270357370376587,0.12278584712885691,13.985224723815918,0.6797489523887634,1.538896083831787,1.419854760169983,0.0078125,4.758213133333326,40.07569910000166,8.01513982000033,5216833,6274.93408203125,0.06958913180077898,0.0030877638780004136,-0.0015967560599559946,0
