total,reconstruction,kl,test_total,lr
364.0625417317708,351.4152597086589,12.6472799214681,264.38497900390627,0.002
255.5326608154297,240.16947473144532,15.363186298624674,252.39650815429687,0.001992114701314478
248.7561380045573,233.19401797688803,15.562121065266927,248.31605329589843,0.001968583161128631
245.7498881184896,229.92187977701823,15.828007912190754,246.25022568359375,0.0019297764858882515
243.76613372395835,227.7755424235026,15.99059072672526,244.95651193847655,0.0018763066800438636
242.61097680664062,226.53460751953125,16.076369678243,244.26810959472655,0.0018090169943749475
241.5483050374349,225.3766067545573,16.17169836730957,242.967089453125,0.0017289686274214115
240.75401787109374,224.51483640950522,16.239181064860027,242.02752758789063,0.0016374239897486895
240.08984417317708,223.7577934733073,16.33205064493815,241.7256084716797,0.0015358267949789964
239.5074944580078,223.1628106201172,16.34468353169759,241.1460395019531,0.0014257792915650725
239.0977584065755,222.7231362874349,16.374622958374022,240.90636525878907,0.0013090169943749473
238.70096862792968,222.27601614583332,16.424951993815103,240.2615634277344,0.0011873813145857248
238.27825110677082,221.83202629394532,16.446224839274088,240.21305224609375,0.0010627905195293135
238.03658920898437,221.56528225911458,16.47130674235026,240.1896306640625,0.0009372094804706867
237.73070076497396,221.23949011230468,16.491210241699218,239.75897971191407,0.0008126186854142754
237.54577573242187,221.02456298828125,16.52121299235026,239.38974572753907,0.0006909830056250529
237.27358463541665,220.74309189453126,16.5304937306722,239.09172666015624,0.0005742207084349273
237.0507863688151,220.5299644124349,16.520821669514973,238.93678491210937,0.0004641732050210031
236.88629842936197,220.35407654622395,16.532221713256835,238.82682907714843,0.00036257601025131025
236.7166595214844,220.1531681722005,16.563491870117186,238.78641911621094,0.00027103137257858867
236.57194677734375,219.99263387044272,16.579312686157227,238.64047294921875,0.00019098300562505268
236.46308693033853,219.85746328938802,16.605624923706056,238.5447772949219,0.00012369331995613645
236.39054731445313,219.79288260904949,16.59766360575358,238.44087849121092,7.022351411174866e-05
236.28926640625,219.68031800130208,16.60894833272298,238.3876626953125,3.141683887136904e-05
236.2849939860026,219.66911647949217,16.61587678426107,238.42616252441405,7.885298685522236e-06
