step,noise_mse
1,1.0989478826522827
51,0.7697513103485107
101,0.5281643271446228
151,0.4143447279930115
201,0.34291139245033264
251,0.344154417514801
301,0.34458231925964355
351,0.3190338909626007
401,0.2981824278831482
451,0.32025146484375
501,0.26724451780319214
551,0.2808981239795685
601,0.27223318815231323
651,0.2633739709854126
701,0.24233990907669067
751,0.2264692485332489
801,0.2706676721572876
851,0.27111726999282837
901,0.2520972192287445
951,0.21405567228794098
1001,0.2632397413253784
1051,0.25682443380355835
1101,0.24906125664710999
1151,0.2507573962211609
1201,0.23680716753005981
1251,0.2008071094751358
1301,0.25801852345466614
1351,0.2439265102148056
1401,0.23297059535980225
1451,0.24056245386600494
1501,0.24689079821109772
1551,0.24627646803855896
1601,0.20576348900794983
1651,0.2552514672279358
1701,0.2082914412021637
1751,0.19457533955574036
1801,0.19827455282211304
1851,0.22907215356826782
1901,0.23193970322608948
1951,0.2114294171333313
2001,0.2242833375930786
2051,0.23437929153442383
2101,0.2119893580675125
2151,0.2094094157218933
2201,0.21034982800483704
2251,0.2340097725391388
2301,0.19382938742637634
2351,0.20581626892089844
2401,0.21649207174777985
2451,0.21019059419631958
2501,0.2325247973203659
2551,0.22422198951244354
2601,0.20998558402061462
2651,0.21643324196338654
2701,0.1945144534111023
2751,0.20195701718330383
2801,0.20576025545597076
2851,0.22873197495937347
2901,0.2171771377325058
2951,0.23436933755874634
3001,0.20760008692741394
3051,0.2140343189239502
3101,0.18675240874290466
3151,0.16368818283081055
3201,0.19541406631469727
3251,0.1896042823791504
3301,0.20245805382728577
3351,0.21397049725055695
3401,0.2101423442363739
3451,0.20955026149749756
3501,0.1812540888786316
3551,0.1899717003107071
3601,0.20011067390441895
3651,0.20426607131958008
3701,0.18183109164237976
3751,0.20190224051475525
3801,0.20401625335216522
3851,0.19934362173080444
3901,0.1833675503730774
3951,0.22376392781734467
4001,0.19482052326202393
4051,0.17970913648605347
4101,0.17945069074630737
4151,0.19561046361923218
4201,0.19758300483226776
4251,0.2073121815919876
4301,0.19106164574623108
4351,0.19659093022346497
4401,0.16906733810901642
4451,0.17592614889144897
4501,0.16903910040855408
4551,0.17882581055164337
4601,0.20400407910346985
4651,0.18437433242797852
4701,0.16078166663646698
4751,0.166861891746521
4801,0.19534903764724731
4851,0.19976311922073364
4901,0.17860010266304016
4951,0.19469740986824036
5000,0.1957387626171112
