base,training_seconds,sampler,latent_mean,latent_std,latent_abs_max,model,custom_fid,custom_kid_mean,custom_kid_std,mean_classifier_confidence,median_classifier_confidence,recognizability_rate_at_0.8,class_coverage,class_distribution_entropy,class_distribution_jsd,inception_score,feature_pairwise_distance,sobel_sharpness,training_minutes,sampling_total_seconds,sampling_ms_per_image,trainable_parameters,training_peak_gpu_memory_mb,sampling_peak_gpu_memory_mb,peak_gpu_memory_mb,final_training_loss,training_tail_cv,nonfinite_loss_count
32,109.67537459999585,fixed_large,1.5260744094848633,69.88562774658203,794.6233520507812,ldm_base32_fixed_large,322.6604598277697,5.898868560791016,0.15275956690311432,0.9085850119590759,0.9836403727531433,0.829,8,0.20206999908215295,0.40667563754864033,1.4244812726974487,9.519091606140137,1.3405365943908691,0.0,5.6467717999985325,5.6467717999985325,1607204,400.107421875,400.107421875,400.107421875,0.2933397889137268,0.0819393531408862,0
32,109.67537459999585,posterior,1.4075260162353516,68.60895538330078,981.5548095703125,ldm_base32_posterior,326.5573122947482,5.9261555671691895,0.1959099918603897,0.9171648621559143,0.9862541556358337,0.842,6,0.20594025494647966,0.40864386170866174,1.4467240571975708,9.309722900390625,1.3438876867294312,0.0,0.4798633000027621,0.4798633000027621,1607204,400.107421875,400.107421875,400.107421875,0.2933397889137268,0.0819393531408862,0
32,109.67537459999585,ddim,1.0903863906860352,117.56874084472656,1050.3338623046875,ldm_base32_ddim,303.7806944982136,5.0036139488220215,0.16207073628902435,0.8971421122550964,0.9756370782852173,0.808,8,0.28249912307390834,0.36552881646163,1.5925174951553345,9.440463066101074,1.2623625993728638,0.0,0.5044096000056015,0.5044096000056015,1607204,400.107421875,400.107421875,400.107421875,0.2933397889137268,0.0819393531408862,0
64,102.5503869000022,fixed_large,-0.05277780070900917,13.433178901672363,365.5107116699219,ldm_base64_fixed_large,185.12549207135353,2.5158214569091797,0.12816327810287476,0.8891700506210327,0.9776543378829956,0.778,10,0.5550615557205688,0.21793133463343478,2.7956111431121826,12.986519813537598,0.8085948824882507,0.0,4.191142099996796,4.191142099996796,5788228,483.42236328125,483.42236328125,483.42236328125,0.24930430948734283,0.07785642219507384,0
64,102.5503869000022,posterior,-0.02009120024740696,13.287717819213867,327.3436584472656,ldm_base64_posterior,174.17501407313378,2.345348358154297,0.12957198917865753,0.8871496915817261,0.9812554717063904,0.764,10,0.6002665171431345,0.19725373614025077,3.100588321685791,13.318669319152832,0.8016276359558105,0.0,0.7054748999944422,0.7054748999944422,5788228,483.42236328125,483.42236328125,483.42236328125,0.24930430948734283,0.07785642219507384,0
64,102.5503869000022,ddim,-0.5836411118507385,55.305152893066406,736.3117065429688,ldm_base64_ddim,294.9556322965396,4.707508087158203,0.14818571507930756,0.879675030708313,0.9680020809173584,0.765,8,0.30641652765015587,0.36105659523071915,1.6429473161697388,9.614876747131348,1.19032883644104,0.0,0.7073096000021906,0.7073096000021906,5788228,483.42236328125,483.42236328125,483.42236328125,0.24930430948734283,0.07785642219507384,0
