model,custom_fid,custom_kid_mean,custom_kid_std,mean_classifier_confidence,median_classifier_confidence,recognizability_rate_at_0.8,class_coverage,class_distribution_entropy,class_distribution_jsd,inception_score,feature_pairwise_distance,sobel_sharpness,training_minutes,sampling_total_seconds,sampling_ms_per_image,trainable_parameters,training_peak_gpu_memory_mb,sampling_peak_gpu_memory_mb,peak_gpu_memory_mb,final_training_loss,training_tail_cv,nonfinite_loss_count
VAE,121.645654995441,1.1274044513702393,0.06041495501995087,0.7950593829154968,0.8644722104072571,0.5712,10,0.8616817138493712,0.08048453841414532,4.219988822937012,12.958029747009277,0.5460428595542908,1.6159669999999702,0.18255299999873387,0.036510599999746776,1955211,1571.32177734375,6294.35888671875,6294.35888671875,910.6132202148438,0.021253876099689883,0
DDPM,28.632146523794482,0.34288114309310913,0.034172192215919495,0.9303228259086609,0.9981240034103394,0.8628,10,0.9776026644714605,0.012778573484991614,7.887774467468262,19.644371032714844,0.6011381149291992,5.548557891666618,53.04087419999996,10.608174839999993,5787075,3102.8251953125,7682.5322265625,7682.5322265625,0.021059483289718628,0.08260401594385935,0
LDM,52.37924024189668,0.7034978866577148,0.04854230210185051,0.9551718831062317,0.9998942017555237,0.9076,10,0.9601413485156014,0.0256569335244958,8.117598533630371,20.397722244262695,0.508796215057373,3.4060944916665905,3.815735800002585,0.763147160000517,7743439,1571.32177734375,5195.8330078125,5195.8330078125,0.26043492555618286,0.0647514796574903,0
