total,reconstruction,kl,test_total,lr
352.48844928385415,339.94534877929686,12.5431025197347,263.96612592773437,0.002
255.8463428141276,240.1961998046875,15.650140874735515,253.42746528320313,0.001992114701314478
248.83418490397136,233.11643806966146,15.71774616394043,248.99320583496095,0.001968583161128631
245.84174934895833,229.95151801757814,15.89023090209961,246.67487719726563,0.0019297764858882515
243.9884702311198,228.02920443522135,15.959266147867838,244.9151619140625,0.0018763066800438636
242.58656796061197,226.51356803385417,16.07299943847656,243.87403051757812,0.0018090169943749475
241.58011250813803,225.47642032877604,16.103691618855795,242.77694174804688,0.0017289686274214115
240.91427238769532,224.81782347005208,16.096448315429686,242.2136556640625,0.0016374239897486895
240.16113139648436,224.00240185546875,16.158729740397135,241.60443762207032,0.0015358267949789964
239.67975458170574,223.50843803710939,16.17131605377197,241.43779912109375,0.0014257792915650725
239.2118930013021,223.02959629720053,16.182297899373374,240.95519873046874,0.0013090169943749473
238.85470435384116,222.6207848470052,16.23391897684733,240.67862075195313,0.0011873813145857248
238.49613286946615,222.2610254720052,16.235107182820638,240.2481744140625,0.0010627905195293135
238.17958799641926,221.91621803385416,16.263370157877603,240.2150559082031,0.0009372094804706867
237.8381558268229,221.5624817138672,16.275675571695963,239.70824489746093,0.0008126186854142754
237.6545524658203,221.34748978678385,16.30706347351074,239.57597211914063,0.0006909830056250529
237.40764263509115,221.05879501139322,16.348847357177736,239.90595258789062,0.0005742207084349273
237.20312306315105,220.87223618164063,16.33088728129069,239.18587043457032,0.0004641732050210031
236.9971882486979,220.6653412109375,16.331846100870766,238.89725046386718,0.00036257601025131025
236.80754243164063,220.47902756347656,16.328515005493163,238.8455477783203,0.00027103137257858867
236.6638619466146,220.31046405436197,16.353396740722655,238.7580323730469,0.00019098300562505268
236.54778509928386,220.19666455078124,16.351120997111003,238.59480646972656,0.00012369331995613645
236.48790743001302,220.09880805664062,16.38909917093913,238.50338923339845,7.022351411174866e-05
236.39813142089844,220.01033470865886,16.387796815999348,238.48448291015626,3.141683887136904e-05
236.33343025716147,219.9435687174479,16.389861311848957,238.432841015625,7.885298685522236e-06
