model,custom_fid,custom_kid_mean,custom_kid_std,mean_classifier_confidence,median_classifier_confidence,recognizability_rate_at_0.8,class_coverage,class_distribution_entropy,inception_score,inception_score_std,feature_pairwise_distance,sobel_sharpness,nearest_neighbor_mean_distance,nearest_neighbor_median_distance,memorization_rate_below_real_1pct_threshold,training_minutes,sampling_total_seconds,sampling_ms_per_image,trainable_parameters,peak_gpu_memory_mb,final_training_loss,training_tail_cv,training_loss_slope,nonfinite_loss_count
VAE,44.394172624223245,1.7921274185180665,0.10444933153699003,0.7139813303947449,0.7399678230285645,0.4332,10,0.9537652283049931,4.129417490959168,0.06899643717446854,10.120682716369629,0.5520360469818115,1.9291449785232544,1.904780626296997,0.0078125,0.4242775949999971,0.038173400000232505,0.007634680000046501,1700865,558.15380859375,236.43246423339843,0.0005058137120499088,-1.6124346297263146,0
DDPM,6.0671128210188385,0.30249361991882323,0.07368295612134856,0.8324933648109436,0.9304544925689697,0.6546,10,0.9917868148562395,6.3032361507415775,0.12769288541260637,14.3384428024292,0.6949537992477417,1.4737632274627686,1.403658151626587,0.0078125,4.836776024999987,40.413718299998436,8.082743659999688,5216833,6274.93408203125,0.0705101220258351,0.005538800594911826,-0.001793974656804188,0
