generated_index,nearest_reference_index,feature_distance,below_1pct_real_baseline_threshold
12,7602,0.49607837,False
25,8575,0.52677196,False
104,9706,0.54250485,False
54,2727,0.57498884,False
82,2623,0.58898944,False
111,6559,0.63868684,False
64,1720,0.652899,False
17,6524,0.70377576,False
56,6624,0.7082334,False
23,4841,0.7181447,False
103,2177,0.73128295,False
88,9058,0.7313769,False
18,1866,0.7415859,False
53,4407,0.7436047,False
73,8702,0.7457767,False
43,6717,0.78545743,False
20,8518,0.7899902,False
117,8599,0.7955527,False
22,2541,0.8067423,False
55,4300,0.8278347,False
41,6022,0.86126834,False
68,5935,0.92060584,False
0,5535,0.92449886,False
106,2879,0.9446989,False
37,357,0.94923484,False
71,7750,0.9497049,False
86,6441,0.954269,False
78,1410,0.9569316,False
65,6206,0.9716046,False
87,555,1.0059788,False
30,555,1.011813,False
5,5183,1.0291542,False
14,4889,1.0297693,False
79,3702,1.0449219,False
95,1296,1.0451975,False
21,4262,1.0453945,False
123,9515,1.0556275,False
31,9137,1.0629236,False
89,176,1.0652932,False
1,3363,1.1046057,False
110,8598,1.1172729,False
102,1222,1.1438578,False
75,6959,1.147803,False
35,9099,1.1513833,False
90,7541,1.161671,False
59,2235,1.1693789,False
83,2905,1.1756676,False
2,5084,1.184747,False
120,995,1.1888998,False
52,4826,1.1980126,False
42,7172,1.2140145,False
48,4003,1.2181473,False
126,7431,1.2202265,False
85,4710,1.2359377,False
66,4201,1.307993,False
61,7646,1.316499,False
118,4929,1.3212974,False
76,1759,1.3442638,False
62,7445,1.3534184,False
38,1939,1.3927795,False
99,7562,1.3977145,False
45,6425,1.402039,False
98,24,1.4234034,False
50,5802,1.4234034,False
101,2847,1.4528178,False
63,7333,1.4560674,False
60,4387,1.4682668,False
124,6235,1.5137714,False
36,7314,1.5184212,False
113,3765,1.5395483,False
77,130,1.5528659,False
24,7640,1.5614303,False
72,2873,1.6223146,False
92,3158,1.6224804,False
8,5723,1.6345614,False
44,9829,1.6405739,False
32,5357,1.6700373,False
115,4726,1.6888603,False
69,9717,1.7115215,False
15,5178,1.7222974,False
105,2633,1.7260631,False
81,6351,1.7378955,False
121,6475,1.7426275,False
100,2013,1.7644688,False
40,8897,1.7756732,False
94,349,1.782864,False
39,7141,1.7856648,False
10,4003,1.8013552,False
19,1937,1.8093424,False
33,9018,1.8162403,False
112,5008,1.8569125,False
47,6551,1.9128214,False
107,4297,1.9491327,False
108,118,1.9963708,False
109,4227,2.0297077,False
11,7029,2.0398448,False
84,8077,2.0606098,False
97,7387,2.068777,False
80,2409,2.0932562,False
26,5467,2.121101,False
4,7618,2.1474118,False
57,1142,2.179543,False
116,5407,2.2455435,False
119,4829,2.2472441,False
91,5197,2.2692454,False
3,3383,2.3207161,False
34,4304,2.3756022,False
122,1639,2.4129972,False
9,1030,2.443474,False
74,4723,2.4469953,False
58,41,2.4521437,False
28,9753,2.4956994,False
6,149,2.5003936,False
29,2429,2.5223973,False
49,2641,2.5410967,False
46,5225,2.5460787,False
13,2201,2.5866756,False
16,8992,2.651193,False
70,2495,2.708209,False
127,5138,2.7368271,False
7,7624,2.7913067,False
125,7909,2.9208133,False
93,404,3.0200791,False
96,7195,3.1182294,False
51,4967,3.233266,False
67,6307,3.3021839,False
27,686,3.8980753,False
114,375,4.522121,False
