model,custom_fid,custom_kid_mean,custom_kid_std,mean_classifier_confidence,median_classifier_confidence,recognizability_rate_at_0.8,class_coverage,class_distribution_entropy,inception_score,inception_score_std,feature_pairwise_distance,sobel_sharpness,nearest_neighbor_mean_distance,nearest_neighbor_median_distance,memorization_rate_below_real_1pct_threshold,training_minutes,sampling_total_seconds,sampling_ms_per_image,trainable_parameters,peak_gpu_memory_mb,final_training_loss,training_tail_cv,training_loss_slope,nonfinite_loss_count
VAE,40.64692397772086,1.8085860729217529,0.09775853997594929,0.7299221158027649,0.759417712688446,0.4542,10,0.9481178453981143,4.274375915527344,0.12204624461934946,9.972201347351074,0.5513090491294861,2.1630139350891113,2.096494674682617,0.0,0.3683701150000464,0.042697400000179186,0.008539480000035836,1700865,558.15380859375,236.38910720214844,0.0005194943088242499,-1.5821034240347036,0
DDPM,10.267531370604672,0.4375389575958252,0.06469570379596624,0.8482092618942261,0.9492717981338501,0.682,10,0.9705442700122484,6.213221740722656,0.12800879348863559,14.135591506958008,0.6351917386054993,1.5895450115203857,1.5247719287872314,0.0078125,4.741006110000004,40.20309649999763,8.040619299999525,5216833,6274.93408203125,0.07024347460989294,0.004342203146153936,-0.0017479215612863318,0
