step,noise_mse
1,1.126696228981018
51,0.4538763463497162
101,0.14941063523292542
151,0.10952131450176239
201,0.0858137458562851
251,0.07580112665891647
301,0.06128930673003197
351,0.061850305646657944
401,0.052820008248090744
451,0.036604057997465134
501,0.04834560677409172
551,0.041864246129989624
601,0.038630951195955276
651,0.04053889214992523
701,0.037384919822216034
751,0.04407616704702377
801,0.03965427353978157
851,0.035678841173648834
901,0.035702548921108246
951,0.03630094975233078
1001,0.029682666063308716
1051,0.0320470966398716
1101,0.04286395013332367
1151,0.03241866081953049
1201,0.03112715482711792
1251,0.02829664759337902
1301,0.030877284705638885
1351,0.030473772436380386
1401,0.0293200071901083
1451,0.028174525126814842
1501,0.03242357447743416
1551,0.0297956895083189
1601,0.03180234506726265
1651,0.03145292028784752
1701,0.028032228350639343
1751,0.030019696801900864
1801,0.030108269304037094
1851,0.03225889801979065
1901,0.02741384506225586
1951,0.027365995571017265
2001,0.024594396352767944
2051,0.029842689633369446
2101,0.030407879501581192
2151,0.026989571750164032
2201,0.02942596934735775
2251,0.02713537961244583
2301,0.027798864990472794
2351,0.027240484952926636
2401,0.028426699340343475
2451,0.026340458542108536
2501,0.02316151186823845
2551,0.03081917017698288
2601,0.027951713651418686
2651,0.02884545736014843
2701,0.030813883990049362
2751,0.027233950793743134
2801,0.02584938332438469
2851,0.020938925445079803
2901,0.025934575125575066
2951,0.026296501979231834
3001,0.028353272005915642
3051,0.026077009737491608
3101,0.022313347086310387
3151,0.025082752108573914
3201,0.018993377685546875
3251,0.021748950704932213
3301,0.022245239466428757
3351,0.029848378151655197
3401,0.022770216688513756
3451,0.025409307330846786
3501,0.022183120250701904
3551,0.024519098922610283
3601,0.025027384981513023
3651,0.026939785107970238
3701,0.024865176528692245
3751,0.027643149718642235
3801,0.022776063531637192
3851,0.024329930543899536
3901,0.023292314261198044
3951,0.021342523396015167
4001,0.023841900750994682
4051,0.025022413581609726
4101,0.022967305034399033
4151,0.02093089185655117
4201,0.024552425369620323
4251,0.02453266642987728
4301,0.022227894514799118
4351,0.02765849232673645
4401,0.0262669175863266
4451,0.02643716335296631
4501,0.032298047095537186
4551,0.02676316350698471
4601,0.022402873262763023
4651,0.027555182576179504
4701,0.024943377822637558
4751,0.02619711309671402
4801,0.02274158224463463
4851,0.021007215604186058
4901,0.020180758088827133
4951,0.02170730195939541
5000,0.025665104389190674
