step,loss,reconstruction,kl,beta
1,2280.485107421875,2280.37060546875,22.901199340820312,0.005
51,857.9005126953125,819.9271240234375,148.91525268554688,0.255
101,722.8245849609375,679.6654052734375,85.46369171142578,0.505
151,715.6911010742188,671.870361328125,58.04069519042969,0.755
201,733.691162109375,693.9329833984375,39.758148193359375,1.0
251,715.5322875976562,671.07861328125,44.45366668701172,1.0
301,741.6809692382812,694.6768798828125,47.004112243652344,1.0
351,703.3330078125,658.9447021484375,44.388282775878906,1.0
401,686.3026733398438,646.925048828125,39.37760925292969,1.0
451,687.3026733398438,649.5480346679688,37.75464630126953,1.0
501,678.7652587890625,640.1019897460938,38.66325378417969,1.0
551,679.5776977539062,642.1702880859375,37.40740203857422,1.0
601,677.8882446289062,641.2967529296875,36.59148406982422,1.0
651,688.7671508789062,651.121337890625,37.64582443237305,1.0
701,686.3729858398438,647.6468505859375,38.72611618041992,1.0
751,662.048095703125,625.8555297851562,36.19257736206055,1.0
801,677.3875122070312,640.9356689453125,36.451839447021484,1.0
851,659.9542236328125,622.7401733398438,37.21405029296875,1.0
901,675.8998413085938,637.8836059570312,38.0162353515625,1.0
951,680.1904296875,643.637939453125,36.55250549316406,1.0
1001,654.736328125,618.5050048828125,36.2313117980957,1.0
1051,678.3548583984375,643.0216674804688,35.33320617675781,1.0
1101,690.1264038085938,653.7326049804688,36.393821716308594,1.0
1151,663.3995971679688,628.2630615234375,35.13652801513672,1.0
1201,671.4633178710938,634.9548950195312,36.50843811035156,1.0
1251,659.6083984375,623.2879028320312,36.32050704956055,1.0
1301,662.9685668945312,628.8186645507812,34.14991760253906,1.0
1351,664.6677856445312,628.4365234375,36.231285095214844,1.0
1401,673.0977783203125,638.267578125,34.8302001953125,1.0
1451,657.2451171875,623.1578369140625,34.087249755859375,1.0
1501,675.0431518554688,640.8364868164062,34.20669174194336,1.0
1551,657.6689453125,625.2698974609375,32.399024963378906,1.0
1601,666.9391479492188,633.0111083984375,33.928062438964844,1.0
1651,682.2869262695312,646.9284057617188,35.35850143432617,1.0
1701,667.201904296875,632.0421142578125,35.1597900390625,1.0
1751,686.9141845703125,653.545166015625,33.368988037109375,1.0
1801,659.3583984375,625.4129638671875,33.945411682128906,1.0
1851,679.6187744140625,645.206787109375,34.411956787109375,1.0
1901,684.554443359375,650.857177734375,33.69729232788086,1.0
1951,673.3828735351562,640.3609008789062,33.02196502685547,1.0
2001,672.8905639648438,640.5098266601562,32.38072204589844,1.0
2051,691.5894775390625,658.2587890625,33.33070755004883,1.0
2101,672.833740234375,640.6238403320312,32.20989227294922,1.0
2151,671.1500854492188,637.563720703125,33.58638381958008,1.0
2201,638.01806640625,604.5285034179688,33.489566802978516,1.0
2251,666.7534790039062,634.3402099609375,32.413246154785156,1.0
2301,659.6768188476562,628.58740234375,31.089431762695312,1.0
2351,665.9641723632812,633.0752563476562,32.88894271850586,1.0
2401,670.2791748046875,636.6673583984375,33.611846923828125,1.0
2451,640.8352661132812,609.610107421875,31.225130081176758,1.0
2501,655.0272216796875,621.9906005859375,33.03662109375,1.0
2551,660.4080200195312,628.0526733398438,32.35535430908203,1.0
2601,665.3697509765625,634.247802734375,31.121929168701172,1.0
2651,654.4541625976562,622.3671875,32.08698272705078,1.0
2701,684.4716186523438,650.9837646484375,33.48784255981445,1.0
2751,655.5534057617188,624.03662109375,31.516796112060547,1.0
2801,671.8511962890625,638.272705078125,33.5784912109375,1.0
2851,660.345458984375,629.3070068359375,31.038421630859375,1.0
2901,657.6431274414062,627.2691650390625,30.373987197875977,1.0
2951,641.4049072265625,610.533447265625,30.871479034423828,1.0
3000,657.2406616210938,625.0618896484375,32.17879867553711,1.0
