generated_index,nearest_reference_index,feature_distance,below_1pct_real_baseline_threshold
111,1620,0.7139734,False
75,2554,0.793642,False
8,6141,0.841237,False
1,887,0.8573974,False
18,8781,0.8674602,False
94,2205,0.94551426,False
85,8906,0.94602245,False
13,6559,0.97068936,False
72,3239,1.0153545,False
47,2750,1.0738707,False
15,3509,1.125212,False
101,1065,1.1310803,False
77,2388,1.1464461,False
87,525,1.1510239,False
83,4398,1.1614872,False
121,2013,1.1649731,False
2,7520,1.2138165,False
73,5734,1.2355874,False
49,5807,1.2613846,False
117,9812,1.3192662,False
127,7110,1.3340373,False
4,4026,1.3409451,False
65,1586,1.3828456,False
102,3053,1.384032,False
9,2989,1.4187473,False
79,7422,1.4461839,False
115,2389,1.4571753,False
55,6344,1.4764591,False
25,8610,1.4841386,False
6,6847,1.488895,False
31,9387,1.4906836,False
36,7796,1.5058213,False
126,5029,1.5159711,False
38,4811,1.5243087,False
113,9128,1.531529,False
89,6757,1.5374542,False
23,9886,1.5462337,False
124,6577,1.6149119,False
51,3378,1.623108,False
48,3552,1.6306827,False
112,2811,1.6307442,False
35,4655,1.6429904,False
37,6614,1.6663859,False
43,2321,1.6665845,False
57,815,1.6710123,False
76,6454,1.6735215,False
45,3998,1.67667,False
10,6798,1.6784856,False
122,7958,1.6867743,False
125,8250,1.7476376,False
69,8816,1.7788498,False
96,7859,1.8102065,False
67,6636,1.811104,False
63,3998,1.8271763,False
30,7708,1.8331574,False
74,2790,1.8335809,False
95,1427,1.8366023,False
99,8448,1.8421873,False
82,7422,1.852806,False
19,8459,1.8950466,False
84,7377,1.9339044,False
61,9548,1.9381664,False
66,8593,1.9483927,False
118,989,1.9621686,False
86,654,1.9694164,False
16,379,1.9873697,False
42,1995,1.9936652,False
33,1657,1.9952307,False
56,5657,2.0319254,False
46,2287,2.0720906,False
123,8019,2.0873396,False
11,2674,2.1060936,False
90,2328,2.1120095,False
80,2187,2.1149418,False
17,1466,2.1331298,False
93,4508,2.1333044,False
41,2461,2.1381376,False
59,4458,2.1416228,False
119,8136,2.1870427,False
40,4800,2.1930063,False
116,9858,2.2041044,False
7,3219,2.2173536,False
104,9104,2.2296572,False
91,8556,2.2407346,False
22,7420,2.2479174,False
120,6644,2.2495096,False
103,5220,2.3069408,False
64,6644,2.3184803,False
70,8019,2.3188834,False
12,6840,2.3495436,False
109,9771,2.3592772,False
39,8287,2.381959,False
100,1657,2.3972201,False
92,9333,2.4043977,False
5,6756,2.4107473,False
3,989,2.4201221,False
71,3208,2.4201677,False
58,6757,2.446565,False
32,9771,2.4756446,False
107,7472,2.4806764,False
110,6474,2.4865236,False
50,5896,2.5020049,False
52,2898,2.5121584,False
21,1427,2.548832,False
0,5558,2.6337209,False
97,2979,2.6340756,False
24,3924,2.6453812,False
27,1427,2.6587946,False
44,151,2.6686304,False
81,8670,2.6944935,False
88,9437,2.717802,False
54,8556,2.7226784,False
29,7420,2.7246199,False
62,1923,2.8275173,False
68,151,2.8442807,False
34,648,2.8647027,False
53,4295,2.8856542,False
20,4519,2.9483197,False
14,6965,2.9686475,False
28,9978,3.0383842,False
105,5558,3.133246,False
60,2811,3.16925,False
78,7420,3.2286627,False
114,976,3.4781592,False
108,6569,3.5670593,False
106,166,3.6212885,False
98,2228,3.6386776,False
26,4519,3.6570716,False
