model,custom_fid,custom_kid_mean,custom_kid_std,mean_classifier_confidence,median_classifier_confidence,recognizability_rate_at_0.8,class_coverage,class_distribution_entropy,inception_score,inception_score_std,feature_pairwise_distance,sobel_sharpness,nearest_neighbor_mean_distance,nearest_neighbor_median_distance,memorization_rate_below_real_1pct_threshold,training_minutes,sampling_total_seconds,sampling_ms_per_image,trainable_parameters,peak_gpu_memory_mb,final_training_loss,training_tail_cv,training_loss_slope,nonfinite_loss_count
VAE,39.89746372250872,1.7070022821426392,0.0852244966961723,0.7230195999145508,0.7479053139686584,0.4426,10,0.9526938943831298,4.2444586753845215,0.15983127999986846,10.280696868896484,0.547234058380127,1.9985206127166748,1.9657924175262451,0.0,0.4224430399999619,0.03915689999848837,0.007831379999697675,1700865,558.15380859375,236.38718998209634,0.00045127423839382924,-1.712161035606973,0
DDPM,8.567881640608618,0.3828474998474121,0.0648684888666066,0.8435583710670471,0.9437717795372009,0.6704,10,0.9817296377051863,6.321343421936035,0.08774542837407581,14.783692359924316,0.6616959571838379,1.4513732194900513,1.365898609161377,0.0,4.905757705000057,42.01455499999793,8.402910999999586,5216833,6274.93408203125,0.06945290634858198,0.007924899794579505,-0.001718848435022709,0
