generated_index,nearest_reference_index,feature_distance,below_1pct_real_baseline_threshold
119,426,0.4528471,False
75,2890,0.49858657,False
24,2259,0.53948694,False
92,6748,0.544344,False
80,5154,0.55500376,False
104,766,0.6439273,False
83,8882,0.6741932,False
51,8837,0.69101995,False
21,913,0.7236427,False
74,945,0.73388135,False
126,9186,0.7342815,False
34,2892,0.7658741,False
122,4686,0.7793923,False
105,8131,0.7814697,False
63,7131,0.84160423,False
81,836,0.8451865,False
57,6980,0.8493467,False
10,1572,0.85451394,False
29,439,0.8615075,False
60,2396,0.8791319,False
61,9296,0.880567,False
38,4374,0.8883349,False
117,243,0.927831,False
37,3690,0.928657,False
52,5630,0.9796124,False
106,5837,0.9814254,False
41,3120,0.99261034,False
102,8058,0.9934247,False
40,3690,0.99815965,False
93,6160,1.0005339,False
62,4139,1.01695,False
78,7951,1.0651463,False
67,7421,1.0683719,False
101,2314,1.0687289,False
3,9242,1.085797,False
103,3773,1.088604,False
8,9401,1.1062207,False
33,2244,1.1070101,False
95,9602,1.1113933,False
64,4912,1.1141752,False
72,6367,1.1153284,False
12,9951,1.1259965,False
1,8768,1.1384424,False
125,7316,1.1418852,False
84,8029,1.1511332,False
42,9597,1.1655035,False
0,6595,1.1843864,False
43,9190,1.1855774,False
25,3731,1.2090901,False
100,8062,1.2126563,False
127,2864,1.2235997,False
47,2197,1.2284396,False
50,268,1.2325689,False
121,5620,1.2354006,False
86,8005,1.2545207,False
123,5652,1.2905546,False
53,6401,1.2980746,False
90,8520,1.3042781,False
31,4165,1.3052225,False
14,2953,1.3138711,False
114,5668,1.3306473,False
5,7681,1.3413888,False
15,5394,1.3458109,False
17,7732,1.356054,False
113,206,1.3757433,False
7,9090,1.3845439,False
98,216,1.386991,False
2,9812,1.4008386,False
45,2953,1.4022022,False
6,1044,1.4138197,False
69,2473,1.4294647,False
112,3536,1.4317245,False
11,6076,1.4399817,False
19,1351,1.5101686,False
85,7645,1.5131211,False
110,32,1.5162013,False
18,2745,1.5225333,False
26,2731,1.5251268,False
118,5762,1.5281976,False
116,5986,1.5299016,False
87,1310,1.5544348,False
77,6003,1.5622095,False
28,1836,1.5704583,False
108,8487,1.6172866,False
96,7502,1.6362456,False
97,1344,1.6430786,False
49,6808,1.6517804,False
58,9028,1.666335,False
36,7894,1.6689953,False
23,1242,1.6700121,False
65,2831,1.6772034,False
91,4414,1.6900028,False
55,3439,1.7876248,False
35,8569,1.7925304,False
44,1856,1.7955456,False
4,5033,1.7978429,False
59,7037,1.8062552,False
89,1537,1.8119338,False
54,7923,1.8174099,False
107,4705,1.8304605,False
20,9776,1.8396094,False
111,5663,1.8859917,False
48,7097,1.8870382,False
71,1785,1.9053413,False
124,6454,1.9263839,False
13,5410,1.939281,False
46,9076,1.9631987,False
9,1348,2.0110302,False
94,4541,2.0592256,False
66,4244,2.0615473,False
68,4114,2.109261,False
22,6069,2.1399229,False
27,277,2.1708016,False
79,2491,2.2072258,False
109,1551,2.234614,False
16,6972,2.2927542,False
99,2358,2.322595,False
82,347,2.3548977,False
56,1588,2.417239,False
73,7477,2.4569483,False
76,277,2.4582217,False
32,2543,2.5384345,False
120,5702,2.5578218,False
88,7156,2.6232934,False
115,5965,2.6540618,False
70,9121,2.7094526,False
39,9639,3.141893,False
30,9653,3.2062538,False
