train_loss,test_loss,test_accuracy,lr
1.2211876344045003,0.676223062133789,0.7625,0.001
0.5115466034412384,0.5127956176757813,0.8134,0.0009829629131445341
0.3801151799837748,0.3696356018066406,0.8656,0.0009330127018922195
0.3236502827644348,0.34288958892822263,0.8709,0.0008535533905932737
0.2902823269367218,0.34600191650390627,0.878,0.00075
0.26475355847676596,0.29503758850097656,0.8957,0.0006294095225512604
0.24517174155712126,0.27448831481933594,0.9006,0.0005
0.23111673299471538,0.26114442596435544,0.9069,0.0003705904774487397
0.2192704081694285,0.2587387130737305,0.9098,0.0002500000000000001
0.2103035029888153,0.2483740493774414,0.9127,0.00014644660940672628
0.20315105791886648,0.248230029296875,0.9111,6.698729810778065e-05
0.1997313367764155,0.24678565063476562,0.9123,1.70370868554659e-05
