total,reconstruction,kl,test_total,lr
357.8997496582031,344.9941916422526,12.905557715861002,265.93936455078125,0.002
256.4127201090495,240.8213111409505,15.59141002960205,253.10977373046876,0.001992114701314478
249.13062638346355,233.42070447591146,15.709921334838867,248.99411279296876,0.001968583161128631
245.81953141276043,229.94815365397136,15.87137739461263,246.55790808105468,0.0019297764858882515
243.97630025227863,227.97985814615885,15.996442350769042,245.22667517089843,0.0018763066800438636
242.580394921875,226.50200420735678,16.078390030924478,243.65090219726562,0.0018090169943749475
241.79614326985677,225.64756359863281,16.148580061340333,243.02788305664063,0.0017289686274214115
240.9788776123047,224.77586091308595,16.203015793863933,242.32257866210938,0.0016374239897486895
240.36518580729165,224.06808672688803,16.29709873860677,241.98416967773437,0.0015358267949789964
239.8313633626302,223.54449197591146,16.286872155761717,241.74693681640625,0.0014257792915650725
239.3614952311198,223.0369518717448,16.324543317667644,241.47493427734375,0.0013090169943749473
239.069101180013,222.72863938802084,16.340462423706054,241.26859135742188,0.0011873813145857248
238.6372562093099,222.2775940673828,16.359662516276043,240.49545327148437,0.0010627905195293135
238.36384175618488,221.9740036295573,16.389838166300457,240.08475932617188,0.0009372094804706867
238.1215353190104,221.7261243001302,16.39541159769694,240.07944370117187,0.0008126186854142754
237.7963219482422,221.3918573079427,16.404463514200845,239.7354875,0.0006909830056250529
237.60973901367188,221.15117709147137,16.458561454264323,239.76886655273438,0.0005742207084349273
237.43445040690105,220.97338562825522,16.461065013631185,239.29662971191405,0.0004641732050210031
237.1985588216146,220.72911797688803,16.469440513102214,239.17650307617188,0.00036257601025131025
237.04729482421874,220.56773275553385,16.479562114461263,239.0688490234375,0.00027103137257858867
236.9043863688151,220.43247860514322,16.471906389363607,238.9067457763672,0.00019098300562505268
236.75511956380208,220.27597369791667,16.47914544881185,238.7619434326172,0.00012369331995613645
236.64997998046874,220.14973940429687,16.500240276082355,238.72064375,7.022351411174866e-05
236.58515432942707,220.09355311686198,16.491601786295572,238.63626879882813,3.141683887136904e-05
236.55870857747396,220.06973778483072,16.48897100830078,238.59777749023436,7.885298685522236e-06
