step,loss,reconstruction,kl,beta
1,2191.3017578125,2191.258544921875,8.633733749389648,0.005
51,1070.32763671875,1033.05517578125,146.16648864746094,0.255
101,1022.9384155273438,971.2019653320312,102.44839477539062,0.505
151,975.0301513671875,904.033935546875,94.03475952148438,0.755
201,1016.2337646484375,940.8941650390625,75.33959197998047,1.0
251,994.3787231445312,926.0009155273438,68.37782287597656,1.0
301,970.747314453125,901.9959716796875,68.75135803222656,1.0
351,1012.461669921875,947.31396484375,65.1476821899414,1.0
401,992.396728515625,924.321044921875,68.0756607055664,1.0
451,965.9815673828125,901.6631469726562,64.31842041015625,1.0
501,968.0768432617188,905.0625,63.01435852050781,1.0
551,976.8599243164062,915.5935668945312,61.26634216308594,1.0
601,938.5809326171875,876.669189453125,61.91175842285156,1.0
651,968.1567993164062,907.782470703125,60.37434768676758,1.0
701,976.7590942382812,919.1162109375,57.64286804199219,1.0
751,966.6171875,908.9112548828125,57.705902099609375,1.0
801,958.267578125,898.4969482421875,59.7706298828125,1.0
851,928.116943359375,873.4635009765625,54.65342712402344,1.0
901,983.9382934570312,928.362060546875,55.57624053955078,1.0
951,928.3353271484375,870.459716796875,57.87560272216797,1.0
1001,935.0177612304688,884.4835205078125,50.534217834472656,1.0
1051,918.6343994140625,861.8099365234375,56.824493408203125,1.0
1101,929.1566162109375,871.7899169921875,57.36669921875,1.0
1151,910.8631591796875,854.6785888671875,56.18457794189453,1.0
1201,937.6259155273438,885.0111083984375,52.61478042602539,1.0
1251,979.6625366210938,926.0506591796875,53.61189270019531,1.0
1301,948.853759765625,896.2474365234375,52.60630798339844,1.0
1351,932.25830078125,877.7083740234375,54.549930572509766,1.0
1401,956.0692138671875,903.759521484375,52.30970764160156,1.0
1451,956.6375732421875,906.2850341796875,50.35256576538086,1.0
1501,952.0784301757812,901.21142578125,50.86702346801758,1.0
1551,955.848388671875,904.887451171875,50.96095657348633,1.0
1601,943.1301879882812,891.7072143554688,51.4229850769043,1.0
1651,922.083984375,871.794677734375,50.28931427001953,1.0
1701,979.8613891601562,929.796875,50.06450653076172,1.0
1751,932.773681640625,882.1578369140625,50.61585235595703,1.0
1801,939.65576171875,887.3026123046875,52.353118896484375,1.0
1851,960.1304321289062,911.2283325195312,48.90211486816406,1.0
1901,933.106689453125,883.6876220703125,49.419063568115234,1.0
1951,940.2545776367188,889.3653564453125,50.88923645019531,1.0
2001,927.506591796875,877.357421875,50.14918899536133,1.0
2051,924.8015747070312,875.943359375,48.858211517333984,1.0
2101,936.1448364257812,888.742431640625,47.40239334106445,1.0
2151,941.4133911132812,891.2503662109375,50.16301727294922,1.0
2201,958.6561279296875,906.8645629882812,51.79155731201172,1.0
2251,931.2582397460938,882.1895141601562,49.068748474121094,1.0
2301,931.3399047851562,881.160888671875,50.17902374267578,1.0
2351,919.1210327148438,870.8616943359375,48.25934982299805,1.0
2401,924.2216186523438,874.5053100585938,49.7162971496582,1.0
2451,933.1839599609375,883.6153564453125,49.56861877441406,1.0
2501,946.573486328125,899.6837768554688,46.88973617553711,1.0
2551,921.7858276367188,874.0867309570312,47.69908142089844,1.0
2601,920.417236328125,870.9359130859375,49.481300354003906,1.0
2651,904.34423828125,857.2412719726562,47.102943420410156,1.0
2701,896.708984375,846.7770385742188,49.931976318359375,1.0
2751,903.067626953125,854.4066162109375,48.66101837158203,1.0
2801,961.403564453125,911.3529663085938,50.050621032714844,1.0
2851,929.177734375,880.8447265625,48.332977294921875,1.0
2901,938.9554443359375,890.5556640625,48.39976501464844,1.0
2951,903.31640625,855.0784912109375,48.23790740966797,1.0
3000,940.4844360351562,892.400146484375,48.08430480957031,1.0
