step,noise_mse
1,1.1163707971572876
51,0.7658588886260986
101,0.5615862607955933
151,0.4651256799697876
201,0.4173467755317688
251,0.34664100408554077
301,0.3652160167694092
351,0.34673959016799927
401,0.3593446612358093
451,0.3266833424568176
501,0.319582462310791
551,0.3208141326904297
601,0.3360033929347992
651,0.3087099492549896
701,0.31280726194381714
751,0.3368486762046814
801,0.3166466951370239
851,0.3186080753803253
901,0.2892874777317047
951,0.30105507373809814
1001,0.32196933031082153
1051,0.28318461775779724
1101,0.2850862741470337
1151,0.2851669490337372
1201,0.288074254989624
1251,0.306325227022171
1301,0.3192194998264313
1351,0.2708548307418823
1401,0.3003166913986206
1451,0.2928924858570099
1501,0.2741495668888092
1551,0.30150407552719116
1601,0.2618376612663269
1651,0.28993910551071167
1701,0.2856937646865845
1751,0.2637794613838196
1801,0.276042640209198
1851,0.2808842658996582
1901,0.2580491900444031
1951,0.24301108717918396
2001,0.25294047594070435
2051,0.25526124238967896
2101,0.2565000653266907
2151,0.26508456468582153
2201,0.2442345768213272
2251,0.2900310754776001
2301,0.2696497440338135
2351,0.2513125538825989
2401,0.2600891590118408
2451,0.27566635608673096
2501,0.26855701208114624
2551,0.24555736780166626
2601,0.26314857602119446
2651,0.2534082531929016
2701,0.2574630379676819
2751,0.27200913429260254
2801,0.2542624771595001
2851,0.253885954618454
2901,0.23434539139270782
2951,0.2631795108318329
3001,0.27146852016448975
3051,0.2644175589084625
3101,0.22657626867294312
3151,0.2726626396179199
3201,0.2699323296546936
3251,0.26216650009155273
3301,0.30351895093917847
3351,0.2428554743528366
3401,0.2704753279685974
3451,0.2630213499069214
3501,0.2852696478366852
3551,0.24033606052398682
3601,0.2202599048614502
3651,0.2309989482164383
3701,0.22905953228473663
3751,0.2543643116950989
3801,0.2588495910167694
3851,0.24054528772830963
3901,0.277467280626297
3951,0.2475317120552063
4001,0.2502002418041229
4051,0.25577688217163086
4101,0.25003665685653687
4151,0.238289475440979
4201,0.22229719161987305
4251,0.2601992189884186
4301,0.238904669880867
4351,0.23548682034015656
4401,0.23911593854427338
4451,0.2352629154920578
4501,0.25246959924697876
4551,0.2645982503890991
4601,0.22845226526260376
4651,0.2519466280937195
4701,0.2313869595527649
4751,0.25057339668273926
4801,0.26301032304763794
4851,0.24685250222682953
4901,0.22856441140174866
4951,0.25075089931488037
5000,0.2752145826816559
