step,loss,reconstruction,kl,beta
1,2097.509521484375,2097.474853515625,6.927472114562988,0.005
51,809.7052001953125,788.2918090820312,83.97402954101562,0.255
101,748.5468139648438,711.1692504882812,74.01495361328125,0.505
151,753.39697265625,707.214111328125,61.16938400268555,0.755
201,736.0238037109375,687.728515625,48.2952880859375,1.0
251,708.4369506835938,668.01171875,40.42523956298828,1.0
301,705.28759765625,654.3533325195312,50.934242248535156,1.0
351,694.8225708007812,653.3284301757812,41.494163513183594,1.0
401,709.7238159179688,670.5325927734375,39.19120788574219,1.0
451,672.8920288085938,632.9923095703125,39.89973831176758,1.0
501,701.9080200195312,663.3223876953125,38.58565902709961,1.0
551,669.5333251953125,633.0450439453125,36.48828125,1.0
601,705.2393188476562,665.293701171875,39.94561767578125,1.0
651,688.74951171875,648.33642578125,40.413108825683594,1.0
701,702.5032958984375,664.1116943359375,38.391578674316406,1.0
751,679.5653076171875,640.6753540039062,38.88996887207031,1.0
801,676.1997680664062,639.8096313476562,36.390159606933594,1.0
851,706.1302490234375,667.8603515625,38.26991271972656,1.0
901,680.3881225585938,645.9949951171875,34.39311981201172,1.0
951,688.5603637695312,652.7767944335938,35.78358840942383,1.0
1001,689.1129150390625,654.93896484375,34.1739616394043,1.0
1051,678.2899780273438,645.14306640625,33.146934509277344,1.0
1101,674.6495971679688,640.4368286132812,34.212745666503906,1.0
1151,649.0473022460938,616.4793090820312,32.5679931640625,1.0
1201,673.811767578125,637.85888671875,35.95286560058594,1.0
1251,670.1934204101562,636.291015625,33.90239715576172,1.0
1301,657.8538818359375,623.6740112304688,34.179847717285156,1.0
1351,648.0399780273438,614.626708984375,33.41326904296875,1.0
1401,683.1625366210938,649.4269409179688,33.73558044433594,1.0
1451,649.2105712890625,617.7879028320312,31.42266082763672,1.0
1501,661.8764038085938,630.6509399414062,31.225448608398438,1.0
1551,684.0457153320312,650.373779296875,33.67190933227539,1.0
1601,671.7716674804688,637.48193359375,34.28971481323242,1.0
1651,658.8274536132812,626.1998291015625,32.62765121459961,1.0
1701,676.6495971679688,643.5611572265625,33.08845520019531,1.0
1751,664.1815185546875,633.4300537109375,30.751487731933594,1.0
1801,665.9285278320312,633.6165161132812,32.31203842163086,1.0
1851,683.4304809570312,650.4055786132812,33.02492904663086,1.0
1901,662.3967895507812,629.2401733398438,33.15660095214844,1.0
1951,692.82763671875,659.8616943359375,32.9659423828125,1.0
2001,652.7214965820312,621.6477661132812,31.07370948791504,1.0
2051,640.4295043945312,607.4970703125,32.93244934082031,1.0
2101,672.3519897460938,638.61767578125,33.734310150146484,1.0
2151,663.876220703125,631.104736328125,32.77149963378906,1.0
2201,679.5093383789062,646.7957763671875,32.713558197021484,1.0
2251,668.44140625,638.0355224609375,30.40589714050293,1.0
2301,655.2822265625,624.38623046875,30.895978927612305,1.0
2351,658.5450439453125,627.2322387695312,31.312786102294922,1.0
2401,646.0986328125,614.634521484375,31.464139938354492,1.0
2451,662.2562866210938,631.1541748046875,31.102134704589844,1.0
2501,659.0114135742188,627.085693359375,31.92569351196289,1.0
2551,660.1964111328125,627.1287841796875,33.06761932373047,1.0
2601,654.2410888671875,623.211181640625,31.029937744140625,1.0
2651,668.3199462890625,636.2167358398438,32.103233337402344,1.0
2701,662.3490600585938,631.2630004882812,31.08607292175293,1.0
2751,640.798828125,610.1676635742188,30.631166458129883,1.0
2801,679.4529418945312,647.4642333984375,31.988689422607422,1.0
2851,675.7775268554688,643.40966796875,32.36784744262695,1.0
2901,655.0902099609375,623.7105102539062,31.379669189453125,1.0
2951,666.1743774414062,634.1338500976562,32.04052734375,1.0
3000,661.9644165039062,630.2882080078125,31.67618751525879,1.0
