step,noise_mse
1,1.1149415969848633
51,0.7735874652862549
101,0.5279428958892822
151,0.4180287718772888
201,0.36106404662132263
251,0.30662548542022705
301,0.3588199019432068
351,0.3366866409778595
401,0.28693246841430664
451,0.31480297446250916
501,0.2885478734970093
551,0.3065135180950165
601,0.28698110580444336
651,0.2857472896575928
701,0.29495611786842346
751,0.2554507255554199
801,0.2737894058227539
851,0.23133912682533264
901,0.269927978515625
951,0.2488490492105484
1001,0.2603197991847992
1051,0.2339307814836502
1101,0.2400938868522644
1151,0.24109606444835663
1201,0.2374066412448883
1251,0.26386189460754395
1301,0.24162079393863678
1351,0.22437700629234314
1401,0.22632728517055511
1451,0.2311590611934662
1501,0.2525290846824646
1551,0.23003923892974854
1601,0.2271372377872467
1651,0.219690203666687
1701,0.23811115324497223
1751,0.23840706050395966
1801,0.22910401225090027
1851,0.21768000721931458
1901,0.2464861273765564
1951,0.23654910922050476
2001,0.22166496515274048
2051,0.23179014027118683
2101,0.2219720184803009
2151,0.23088577389717102
2201,0.2004638910293579
2251,0.18780553340911865
2301,0.2106524556875229
2351,0.21601548790931702
2401,0.20553983747959137
2451,0.20922879874706268
2501,0.22870048880577087
2551,0.18255800008773804
2601,0.22663044929504395
2651,0.20987734198570251
2701,0.19569802284240723
2751,0.21269160509109497
2801,0.204134002327919
2851,0.196807861328125
2901,0.20082475244998932
2951,0.2220202088356018
3001,0.21620216965675354
3051,0.2022397816181183
3101,0.20762565732002258
3151,0.20290182530879974
3201,0.21634793281555176
3251,0.18958529829978943
3301,0.2022024393081665
3351,0.21307261288166046
3401,0.2234046459197998
3451,0.1832147091627121
3501,0.19308355450630188
3551,0.1777704805135727
3601,0.17631672322750092
3651,0.16974157094955444
3701,0.17801764607429504
3751,0.1820979118347168
3801,0.2016514539718628
3851,0.20238947868347168
3901,0.1837436854839325
3951,0.18743982911109924
4001,0.18971848487854004
4051,0.1843443512916565
4101,0.19949285686016083
4151,0.18407507240772247
4201,0.18938595056533813
4251,0.18346962332725525
4301,0.1978568434715271
4351,0.17333103716373444
4401,0.17891934514045715
4451,0.17797249555587769
4501,0.18576820194721222
4551,0.1870102882385254
4601,0.18707050383090973
4651,0.17889291048049927
4701,0.18092791736125946
4751,0.19081078469753265
4801,0.18076983094215393
4851,0.17807233333587646
4901,0.1816970854997635
4951,0.20006141066551208
5000,0.18263942003250122
