total,reconstruction,kl,test_total,lr
339.1884059895833,326.44191013997397,12.746494388834636,265.95656201171874,0.002
256.319753125,240.65890049641928,15.660853192138672,253.58738041992189,0.001992114701314478
249.7077732096354,234.08514299316406,15.622630161539714,250.70226806640625,0.001968583161128631
246.46131084798176,230.69100475260416,15.770305718485515,247.85016735839844,0.0019297764858882515
244.511807413737,228.57411646321614,15.93769093170166,245.27092905273437,0.0018763066800438636
243.0562918375651,227.03507522786458,16.02121797434489,245.41429594726563,0.0018090169943749475
242.26643185221354,226.15119217122395,16.11523969116211,243.69527275390624,0.0017289686274214115
241.19465511067708,225.04041512858072,16.15423927561442,242.59878095703124,0.0016374239897486895
240.60428017578124,224.37880813802084,16.225472600301106,241.90656252441406,0.0015358267949789964
239.97087337239583,223.7218177734375,16.24905458272298,241.7302942871094,0.0014257792915650725
239.50052473958334,223.22376980794272,16.276755013020832,241.10764660644531,0.0013090169943749473
239.06862107747395,222.76559785970053,16.303023368326823,240.89603713378906,0.0011873813145857248
238.67019704589845,222.3696091471354,16.300587631225586,240.55021450195312,0.0010627905195293135
238.41519186197917,222.0395263264974,16.375665214029947,240.2474639404297,0.0009372094804706867
238.03043304036458,221.67808876953126,16.352344068400065,240.0637286376953,0.0008126186854142754
237.8094635253906,221.38686068522136,16.42260250752767,239.69971123046875,0.0006909830056250529
237.6032383626302,221.1906671468099,16.41257070719401,239.60116606445314,0.0005742207084349273
237.4061373779297,220.98036329752605,16.42577502441406,239.2638080566406,0.0004641732050210031
237.2106680094401,220.75155501302083,16.459112631225587,239.29128271484376,0.00036257601025131025
236.98953481445312,220.54739326985677,16.44214108886719,238.8864279296875,0.00027103137257858867
236.8501181640625,220.3923344482422,16.457784177652997,238.95500922851562,0.00019098300562505268
236.76691991373698,220.31485526529949,16.45206327412923,238.7381447265625,0.00012369331995613645
236.63401853841145,220.16639999186197,16.46761775817871,238.62320666503905,7.022351411174866e-05
236.56063349609374,220.09024474283854,16.47038905944824,238.55888786621094,3.141683887136904e-05
236.52809792480468,220.05231802571615,16.475780276489257,238.5648727783203,7.885298685522236e-06
