dataset,seed,classifier_accuracy,classifier_balanced_accuracy,classifier_test_loss,classifier_training_seconds,classifier_peak_gpu_memory_mb,model,custom_fid,custom_kid_mean,custom_kid_std,mean_classifier_confidence,median_classifier_confidence,recognizability_rate_at_0.8,class_coverage,class_distribution_entropy,class_distribution_jsd,inception_score,feature_pairwise_distance,sobel_sharpness,training_minutes,sampling_total_seconds,sampling_ms_per_image,trainable_parameters,training_peak_gpu_memory_mb,sampling_peak_gpu_memory_mb,peak_gpu_memory_mb,final_training_loss,training_tail_cv,nonfinite_loss_count
fashion_mnist,3,0.9423,0.9422999620437622,0.32426695184707643,218.58681649999926,1028.552734375,DDPM,28.970563659559154,0.35263943672180176,0.036373287439346313,0.9277873039245605,0.9983292818069458,0.8536,10,0.973775136255487,0.015344927506231376,7.812897205352783,19.630434036254883,0.6120153069496155,5.552158031666598,52.9957476999989,10.599149539999779,5787075,3104.9501953125,7682.5322265625,7682.5322265625,0.024921074509620667,0.10167034375981943,0
fashion_mnist,3,0.9423,0.9422999620437622,0.32426695184707643,218.58681649999926,1028.552734375,LDM,52.60061243814921,0.6751667857170105,0.049965642392635345,0.9508602619171143,0.9998949766159058,0.9006,10,0.9556938378879747,0.028276596746546506,8.003286361694336,20.59432601928711,0.5002078413963318,3.5036821199999393,3.815375399994082,0.7630750799988164,7743439,1498.6181640625,5195.8330078125,5195.8330078125,0.2752145826816559,0.06081396297533156,0
fashion_mnist,4,0.9423,0.9422999620437622,0.32426695184707643,218.58681649999926,1028.552734375,VAE,122.61971258358676,1.1433289051055908,0.03762396052479744,0.7861794829368591,0.8476079106330872,0.5564,10,0.8608333767447987,0.08196551331447144,4.164087772369385,12.825495719909668,0.547062337398529,1.6100940816667086,0.18066479999833973,0.036132959999667945,1955211,1498.6181640625,6302.48388671875,6302.48388671875,946.8633422851562,0.016971384968514365,0
fashion_mnist,4,0.9423,0.9422999620437622,0.32426695184707643,218.58681649999926,1028.552734375,DDPM,31.390365083491602,0.36544346809387207,0.02525017224252224,0.9261888861656189,0.9978387355804443,0.844,10,0.9692011156726367,0.01730493842764337,7.691389560699463,19.571208953857422,0.6198688745498657,5.552771876666641,53.066046499996446,10.613209299999289,5787075,3104.9501953125,7682.5322265625,7682.5322265625,0.025870811194181442,0.05789170809847164,0
fashion_mnist,4,0.9423,0.9422999620437622,0.32426695184707643,218.58681649999926,1028.552734375,LDM,52.15645443082627,0.6718164682388306,0.04144270345568657,0.9513444304466248,0.9998637437820435,0.8972,10,0.9591706617193848,0.025790160872805147,8.05803108215332,20.5596866607666,0.49390795826911926,3.4996625799999794,3.8096523999993224,0.7619304799998645,7743439,1498.6181640625,5195.8330078125,5195.8330078125,0.25811469554901123,0.04820222792782541,0
fashion_product_images,0,0.8805340829234013,0.7740155458450317,0.4851741012099421,59.13895670000056,996.20947265625,VAE,82.72033436520246,0.9327882528305054,0.037711065262556076,0.7849112153053284,0.8518864512443542,0.5632,15,0.6609858988815668,0.06108331890261384,3.5060391426086426,13.889629364013672,0.7639020681381226,1.6616000850001,0.1839137999995728,0.03678275999991456,1955211,1514.99267578125,6317.7333984375,6317.7333984375,665.3731689453125,0.011736332705171392,0
fashion_product_images,0,0.8805340829234013,0.7740155458450317,0.4851741012099421,59.13895670000056,996.20947265625,DDPM,16.520021979061177,0.20507363975048065,0.022427218034863472,0.8733818531036377,0.9777350425720215,0.7438,15,0.7453541614086162,0.007026357381627906,5.42793083190918,18.536048889160156,0.825202226638794,5.615656138333361,53.055229799996596,10.61104595999932,5787075,3117.51220703125,7698.46923828125,7698.46923828125,0.019996371120214462,0.10498644367986124,0
fashion_product_images,0,0.8805340829234013,0.7740155458450317,0.4851741012099421,59.13895670000056,996.20947265625,LDM,32.404285181315075,0.3921166956424713,0.02564108557999134,0.8908726572990417,0.9867864847183228,0.7746,15,0.7364292995094321,0.023331458506944652,5.613070964813232,18.943132400512695,0.7828870415687561,3.770670276666715,3.8121269999974174,0.7624253999994834,7743439,1514.99267578125,5211.14501953125,5211.14501953125,0.1957387626171112,0.07380484432052362,0
fashion_product_images,1,0.8805340829234013,0.7740155458450317,0.4851741012099421,59.13895670000056,996.20947265625,VAE,83.44393678947594,0.9286850094795227,0.03825855255126953,0.7933577299118042,0.8625035285949707,0.5768,15,0.6354171613756138,0.059449660692177456,3.3715832233428955,13.81148910522461,0.7707851529121399,1.6638182483333366,0.18063119999715127,0.03612623999943025,1955211,1514.99267578125,6317.7333984375,6317.7333984375,661.9644165039062,0.015909405795495248,0
fashion_product_images,1,0.8805340829234013,0.7740155458450317,0.4851741012099421,59.13895670000056,996.20947265625,DDPM,15.456572264823109,0.19167819619178772,0.01770302653312683,0.8807668685913086,0.9826449155807495,0.7596,15,0.7276353809766523,0.004192732567905223,5.29069709777832,18.347150802612305,0.8242596387863159,5.6175554699999335,53.11470150000241,10.622940300000481,5787075,3117.51220703125,7698.46923828125,7698.46923828125,0.023000400513410568,0.1411636273224746,0
fashion_product_images,1,0.8805340829234013,0.7740155458450317,0.4851741012099421,59.13895670000056,996.20947265625,LDM,33.3660637166992,0.4185273051261902,0.03368910402059555,0.8974878191947937,0.9905049204826355,0.7932,15,0.7411467930310931,0.030233743976158734,5.750369548797607,19.2442626953125,0.7799257636070251,3.798133778333431,3.846168600000965,0.769233720000193,7743439,1514.99267578125,5211.14501953125,5211.14501953125,0.18263942003250122,0.03442800489594254,0
fashion_product_images,2,0.8805340829234013,0.7740155458450317,0.4851741012099421,59.13895670000056,996.20947265625,VAE,79.20882222348871,0.8704603910446167,0.036073699593544006,0.7854057550430298,0.8574725985527039,0.565,15,0.6531733084935868,0.05144935987078182,3.446053981781006,13.894262313842773,0.7667270302772522,1.6657825766666066,0.18153150000580354,0.03630630000116071,1955211,1514.99267578125,6317.7333984375,6317.7333984375,666.4339599609375,0.01415804934097615,0
fashion_product_images,2,0.8805340829234013,0.7740155458450317,0.4851741012099421,59.13895670000056,996.20947265625,DDPM,17.776820876774174,0.23496946692466736,0.023166608065366745,0.880149245262146,0.9829368591308594,0.7588,15,0.7238406422472474,0.005823519968489168,5.2708563804626465,18.313697814941406,0.8261358141899109,5.626928768333285,53.09466579999571,10.618933159999141,5787075,3117.51220703125,7698.46923828125,7698.46923828125,0.023346474394202232,0.05318065318825385,0
fashion_product_images,2,0.8805340829234013,0.7740155458450317,0.4851741012099421,59.13895670000056,996.20947265625,LDM,32.25393217453603,0.4167933464050293,0.029249869287014008,0.8880090713500977,0.9883430004119873,0.774,15,0.7407964205803733,0.02415268421904486,5.648325443267822,18.89009666442871,0.7806827425956726,3.785456401666549,3.8374373000042397,0.7674874600008479,7743439,1514.99267578125,5211.14501953125,5211.14501953125,0.15792427957057953,0.07185068640099758,0
fashion_product_images,3,0.8805340829234013,0.7740155458450317,0.4851741012099421,59.13895670000056,996.20947265625,VAE,89.72592868420574,1.001582145690918,0.04005714878439903,0.7995550632476807,0.8741821646690369,0.5908,15,0.6136246399440425,0.07038297306264692,3.2405686378479004,13.586098670959473,0.7649078369140625,1.6658180616667475,0.18049710000195773,0.03609942000039155,1955211,1514.99267578125,6317.7333984375,6317.7333984375,657.2406616210938,0.01636902909031358,0
