total,reconstruction,kl,test_total,lr
361.13155336914065,348.9394716796875,12.192079713439941,264.9955558105469,0.002
256.4533248453776,241.51671204427083,14.936612823994954,253.8084283203125,0.001992114701314478
249.17844659016927,234.026109375,15.152337208048502,249.40125908203126,0.001968583161128631
246.18707232259115,230.72536467285155,15.461708581034342,246.72871259765625,0.0019297764858882515
244.020329679362,228.3655052327474,15.654824219258627,245.37157744140626,0.0018763066800438636
242.71380572102865,226.93548803710937,15.778318389892577,243.97903186035157,0.0018090169943749475
241.9558357828776,226.05470709635418,15.901128890991211,243.17313510742187,0.0017289686274214115
240.99288130696615,225.0099820719401,15.982898918660482,242.73298981933593,0.0016374239897486895
240.2950252766927,224.26138186035155,16.03364361775716,241.80889611816406,0.0015358267949789964
239.74076877441405,223.63220678710937,16.108561883544922,241.90303244628907,0.0014257792915650725
239.33683337402343,223.22315736490884,16.113677366129558,240.90050434570313,0.0013090169943749473
238.87807739257812,222.70219227701824,16.175884650675457,240.47538547363283,0.0011873813145857248
238.52803977864582,222.3387221842448,16.189317505900064,240.28864396972656,0.0010627905195293135
238.2797017985026,222.06313151855468,16.21657062479655,240.12678852539062,0.0009372094804706867
237.99650626627604,221.76783186035155,16.228674287923177,240.2547275878906,0.0008126186854142754
237.72600345865885,221.4624019124349,16.263600869750977,239.62768254394533,0.0006909830056250529
237.4181903808594,221.13869760742188,16.27949214782715,239.31943159179687,0.0005742207084349273
237.24215390625,220.91356278483073,16.328590844726563,239.35097553710938,0.0004641732050210031
237.0943118001302,220.79043382161458,16.30387771809896,239.02341962890625,0.00036257601025131025
236.90008583170572,220.5780729736328,16.32201275431315,238.86208522949218,0.00027103137257858867
236.7681013264974,220.42801510416666,16.340086294555665,238.78276076660157,0.00019098300562505268
236.61442616373697,220.2751950764974,16.33923037821452,238.69662158203124,0.00012369331995613645
236.55087637532552,220.18481220703126,16.366063739013672,238.56583149414064,7.022351411174866e-05
236.46431401367187,220.10778155924478,16.35653241475423,238.57914079589844,3.141683887136904e-05
236.43246423339843,220.07361830240885,16.35884563191732,238.50320004882812,7.885298685522236e-06
