step,noise_mse
1,1.1398086547851562
51,0.4624919295310974
101,0.17341046035289764
151,0.11232536286115646
201,0.08561195433139801
251,0.06886952370405197
301,0.05549924820661545
351,0.052664514631032944
401,0.04599432647228241
451,0.05423648655414581
501,0.044463545083999634
551,0.03731439635157585
601,0.035562627017498016
651,0.03968453407287598
701,0.04011134058237076
751,0.03626353666186333
801,0.04006190225481987
851,0.03566158935427666
901,0.03575670346617699
951,0.029859095811843872
1001,0.032076556235551834
1051,0.03413502499461174
1101,0.029976874589920044
1151,0.03136914223432541
1201,0.031653884798288345
1251,0.026528125628829002
1301,0.029815174639225006
1351,0.028174152597784996
1401,0.026249175891280174
1451,0.028532862663269043
1501,0.02931549772620201
1551,0.027280133217573166
1601,0.027465207502245903
1651,0.027871211990714073
1701,0.028691239655017853
1751,0.026970183476805687
1801,0.027327729389071465
1851,0.027328606694936752
1901,0.027643343433737755
1951,0.028005599975585938
2001,0.027811413630843163
2051,0.027584798634052277
2101,0.02523217722773552
2151,0.029454683884978294
2201,0.026609014719724655
2251,0.02698393166065216
2301,0.027443215250968933
2351,0.027937626466155052
2401,0.02652023360133171
2451,0.023842360824346542
2501,0.02630363404750824
2551,0.03028707765042782
2601,0.023256130516529083
2651,0.026798976585268974
2701,0.025022393092513084
2751,0.023887567222118378
2801,0.023094050586223602
2851,0.025213170796632767
2901,0.021846424788236618
2951,0.024088775739073753
3001,0.02701309695839882
3051,0.024967189878225327
3101,0.027410080656409264
3151,0.02663394808769226
3201,0.024153098464012146
3251,0.026168283075094223
3301,0.022839665412902832
3351,0.02383916825056076
3401,0.023632362484931946
3451,0.023070117458701134
3501,0.024415116757154465
3551,0.02553628943860531
3601,0.022355325520038605
3651,0.025497710332274437
3701,0.023737406358122826
3751,0.02471371367573738
3801,0.022114276885986328
3851,0.02560628019273281
3901,0.024224257096648216
3951,0.020459160208702087
4001,0.022351518273353577
4051,0.023811569437384605
4101,0.024419432505965233
4151,0.02481258288025856
4201,0.023959748446941376
4251,0.024513399228453636
4301,0.020569153130054474
4351,0.02284463867545128
4401,0.02770019695162773
4451,0.023759957402944565
4501,0.019900349900126457
4551,0.022539153695106506
4601,0.024302860721945763
4651,0.02296704612672329
4701,0.02459973469376564
4751,0.02601180598139763
4801,0.023944159969687462
4851,0.021869733929634094
4901,0.0221019946038723
4951,0.023807410150766373
5000,0.025870811194181442
