step,noise_mse
1,1.1242395639419556
51,0.783153772354126
101,0.5624123811721802
151,0.4549548923969269
201,0.39269500970840454
251,0.39094728231430054
301,0.3749881386756897
351,0.3526507616043091
401,0.354175865650177
451,0.35514846444129944
501,0.31711798906326294
551,0.34639501571655273
601,0.33779585361480713
651,0.3236725330352783
701,0.34916096925735474
751,0.32918238639831543
801,0.3217567801475525
851,0.2898355722427368
901,0.3462284207344055
951,0.29172536730766296
1001,0.2874552011489868
1051,0.2942694425582886
1101,0.30382072925567627
1151,0.3048127591609955
1201,0.2924047112464905
1251,0.2708113193511963
1301,0.2679072618484497
1351,0.29612547159194946
1401,0.28113484382629395
1451,0.25324806571006775
1501,0.27364614605903625
1551,0.2754480242729187
1601,0.28036239743232727
1651,0.269955039024353
1701,0.2846578359603882
1751,0.2577747702598572
1801,0.2845208942890167
1851,0.3163106441497803
1901,0.2754881680011749
1951,0.30222705006599426
2001,0.2565561830997467
2051,0.29338908195495605
2101,0.25523674488067627
2151,0.26679685711860657
2201,0.25134551525115967
2251,0.2644800841808319
2301,0.26449054479599
2351,0.238809272646904
2401,0.29864412546157837
2451,0.26919397711753845
2501,0.2678946256637573
2551,0.26693829894065857
2601,0.2831445336341858
2651,0.2503975033760071
2701,0.2894997000694275
2751,0.25366273522377014
2801,0.2655034363269806
2851,0.2553867697715759
2901,0.2723392844200134
2951,0.28335440158843994
3001,0.2949597239494324
3051,0.27873408794403076
3101,0.27504807710647583
3151,0.2810354232788086
3201,0.2739447355270386
3251,0.2611313462257385
3301,0.2677329480648041
3351,0.23021581768989563
3401,0.25737816095352173
3451,0.2913024425506592
3501,0.2638840079307556
3551,0.27148452401161194
3601,0.24929183721542358
3651,0.26531732082366943
3701,0.25184786319732666
3751,0.2513039708137512
3801,0.25523120164871216
3851,0.28183233737945557
3901,0.2766370177268982
3951,0.26646119356155396
4001,0.2647761106491089
4051,0.2769090533256531
4101,0.3031919002532959
4151,0.27299079298973083
4201,0.2464829683303833
4251,0.2649802565574646
4301,0.2651106119155884
4351,0.25090354681015015
4401,0.2629639208316803
4451,0.24825118482112885
4501,0.24466146528720856
4551,0.25217822194099426
4601,0.2209019958972931
4651,0.2809034585952759
4701,0.24756886065006256
4751,0.26570987701416016
4801,0.27407771348953247
4851,0.23075366020202637
4901,0.258495956659317
4951,0.26297426223754883
5000,0.24904385209083557
