step,noise_mse
1,1.1212915182113647
51,0.44048792123794556
101,0.18214759230613708
151,0.1068321093916893
201,0.0898386687040329
251,0.06785442680120468
301,0.0594325065612793
351,0.06398658454418182
401,0.0482117161154747
451,0.042863406240940094
501,0.038826845586299896
551,0.045019324868917465
601,0.04243293032050133
651,0.03445843979716301
701,0.03854189068078995
751,0.03883542865514755
801,0.035551778972148895
851,0.03761192411184311
901,0.035674192011356354
951,0.03583735227584839
1001,0.03411301597952843
1051,0.033214498311281204
1101,0.03316589817404747
1151,0.031871430575847626
1201,0.03075767681002617
1251,0.03273365646600723
1301,0.026569049805402756
1351,0.0267229825258255
1401,0.025165215134620667
1451,0.028654802590608597
1501,0.029004117473959923
1551,0.028753554448485374
1601,0.02666531130671501
1651,0.03084784373641014
1701,0.02768794819712639
1751,0.030311277136206627
1801,0.029205357655882835
1851,0.026105433702468872
1901,0.031412530690431595
1951,0.025348853319883347
2001,0.02673996612429619
2051,0.022828012704849243
2101,0.029588907957077026
2151,0.030091747641563416
2201,0.02450038492679596
2251,0.026383228600025177
2301,0.025776153430342674
2351,0.02583559975028038
2401,0.027305137366056442
2451,0.027047252282500267
2501,0.027078907936811447
2551,0.025366095826029778
2601,0.0288047194480896
2651,0.025264209136366844
2701,0.02427920326590538
2751,0.026446714997291565
2801,0.026717230677604675
2851,0.02814280055463314
2901,0.025363028049468994
2951,0.026785170659422874
3001,0.024670634418725967
3051,0.024977263063192368
3101,0.02230800688266754
3151,0.022057995200157166
3201,0.026173755526542664
3251,0.02318985015153885
3301,0.026127031072974205
3351,0.02194749377667904
3401,0.023115091025829315
3451,0.02427591010928154
3501,0.028897330164909363
3551,0.024015692993998528
3601,0.024434765800833702
3651,0.02422511577606201
3701,0.023019403219223022
3751,0.02715163305401802
3801,0.02584785595536232
3851,0.024875497445464134
3901,0.02279064618051052
3951,0.023752477020025253
4001,0.02389771305024624
4051,0.025510217994451523
4101,0.024692965671420097
4151,0.02558276057243347
4201,0.024257566779851913
4251,0.023606937378644943
4301,0.02326040528714657
4351,0.02464417740702629
4401,0.023727551102638245
4451,0.023506853729486465
4501,0.024680837988853455
4551,0.02432273142039776
4601,0.026368170976638794
4651,0.024873118847608566
4701,0.020965009927749634
4751,0.021464798599481583
4801,0.022371932864189148
4851,0.02340238355100155
4901,0.022904008626937866
4951,0.024873122572898865
5000,0.02444772981107235
