model,custom_fid,custom_kid_mean,custom_kid_std,mean_classifier_confidence,median_classifier_confidence,recognizability_rate_at_0.8,class_coverage,class_distribution_entropy,class_distribution_jsd,inception_score,feature_pairwise_distance,sobel_sharpness,training_minutes,sampling_total_seconds,sampling_ms_per_image,trainable_parameters,training_peak_gpu_memory_mb,sampling_peak_gpu_memory_mb,peak_gpu_memory_mb,final_training_loss,training_tail_cv,nonfinite_loss_count
VAE,79.20882222348871,0.8704603910446167,0.036073699593544006,0.7854057550430298,0.8574725985527039,0.565,15,0.6531733084935868,0.05144935987078182,3.446053981781006,13.894262313842773,0.7667270302772522,1.6657825766666066,0.18153150000580354,0.03630630000116071,1955211,1514.99267578125,6317.7333984375,6317.7333984375,666.4339599609375,0.01415804934097615,0
DDPM,17.776820876774174,0.23496946692466736,0.023166608065366745,0.880149245262146,0.9829368591308594,0.7588,15,0.7238406422472474,0.005823519968489168,5.2708563804626465,18.313697814941406,0.8261358141899109,5.626928768333285,53.09466579999571,10.618933159999141,5787075,3117.51220703125,7698.46923828125,7698.46923828125,0.023346474394202232,0.05318065318825385,0
LDM,32.25393217453603,0.4167933464050293,0.029249869287014008,0.8880090713500977,0.9883430004119873,0.774,15,0.7407964205803733,0.02415268421904486,5.648325443267822,18.89009666442871,0.7806827425956726,3.785456401666549,3.8374373000042397,0.7674874600008479,7743439,1514.99267578125,5211.14501953125,5211.14501953125,0.15792427957057953,0.07185068640099758,0
