generated_index,nearest_reference_index,feature_distance,below_1pct_real_baseline_threshold
5,7047,0.75099623,False
94,9879,0.98900664,False
117,832,1.1442279,False
73,1762,1.1803825,False
67,5923,1.2720888,False
76,9706,1.2724695,False
40,3408,1.3278234,False
24,5592,1.3488729,False
35,7939,1.3604424,False
55,4011,1.4027966,False
51,1462,1.4148823,False
68,4642,1.430757,False
119,1833,1.4319271,False
77,7122,1.4425437,False
72,1944,1.4469796,False
6,1400,1.4500319,False
78,9108,1.4545393,False
15,893,1.4711115,False
95,8531,1.4778279,False
0,9874,1.4988055,False
50,8480,1.5020369,False
124,4953,1.521574,False
41,4391,1.5367445,False
107,5229,1.5431085,False
89,540,1.5696661,False
66,3361,1.5865874,False
120,4695,1.6218419,False
53,1725,1.6372547,False
69,3946,1.6525481,False
113,2877,1.7158011,False
37,8584,1.7168669,False
60,3612,1.7211002,False
23,761,1.7689734,False
71,2731,1.7817467,False
59,6833,1.8269999,False
31,7547,1.8334715,False
47,3628,1.8539786,False
56,1561,1.895431,False
109,6736,1.8970364,False
104,3985,1.9043139,False
126,1760,1.9051266,False
93,761,1.9334034,False
57,206,1.975128,False
43,9755,1.9757966,False
110,3361,1.9777143,False
122,1461,1.983903,False
27,7158,1.9841337,False
82,5150,1.9951838,False
12,343,1.9965628,False
9,7984,1.9972115,False
100,6154,1.9980202,False
75,7678,2.0192442,False
88,8194,2.094833,False
115,339,2.1025097,False
32,4132,2.117538,False
79,7984,2.1277475,False
58,7894,2.1313865,False
11,5887,2.1513653,False
83,5852,2.1530385,False
30,6814,2.1693144,False
45,8276,2.1766322,False
13,826,2.1805234,False
103,826,2.1817822,False
36,5477,2.1818225,False
19,9135,2.188391,False
84,7546,2.2119303,False
99,1769,2.22296,False
96,5317,2.2796106,False
7,8742,2.2977948,False
16,3625,2.2979991,False
39,891,2.298639,False
102,6154,2.338973,False
54,1605,2.353284,False
44,1829,2.3550549,False
3,8304,2.3590612,False
98,2143,2.3810272,False
21,966,2.4134943,False
20,1760,2.4318538,False
127,4622,2.4406998,False
38,540,2.4547122,False
90,6716,2.4747064,False
80,7030,2.4932795,False
118,2750,2.5278335,False
92,2125,2.5330412,False
86,2858,2.5591998,False
33,4908,2.5881326,False
61,8969,2.5971913,False
17,761,2.6137326,False
111,46,2.6224847,False
8,2125,2.6700542,False
1,5356,2.6732335,False
112,6118,2.6824372,False
65,4278,2.686359,False
34,4953,2.70325,False
97,737,2.7090118,False
52,8969,2.719596,False
64,3612,2.7377877,False
4,5593,2.7435114,False
101,9708,2.756021,False
48,8969,2.7852826,False
10,7886,2.833543,False
125,1464,2.8432457,False
2,4567,2.8441286,False
18,3281,2.847086,False
62,8836,2.8522089,False
85,1760,2.8531208,False
116,686,2.8548067,False
108,9399,2.898144,False
28,4518,2.9547539,False
114,7695,2.95864,False
123,7158,2.9667153,False
26,686,2.9681802,False
25,1464,2.9710052,False
74,1464,3.049444,False
63,3612,3.1457427,False
106,9917,3.15085,False
87,2528,3.1884446,False
46,3612,3.230493,False
91,1626,3.2602127,False
14,8742,3.3347824,False
70,1464,3.340913,False
22,1464,3.3780403,False
121,3612,3.6357892,False
42,1464,3.672662,False
105,8891,3.9044557,False
81,8969,3.926364,False
49,1464,4.1184273,False
29,443,4.173383,False
