model,custom_fid,custom_kid_mean,custom_kid_std,mean_classifier_confidence,median_classifier_confidence,recognizability_rate_at_0.8,class_coverage,class_distribution_entropy,inception_score,inception_score_std,feature_pairwise_distance,sobel_sharpness,nearest_neighbor_mean_distance,nearest_neighbor_median_distance,memorization_rate_below_real_1pct_threshold,training_minutes,sampling_total_seconds,sampling_ms_per_image,trainable_parameters,peak_gpu_memory_mb,final_training_loss,training_tail_cv,training_loss_slope,nonfinite_loss_count
VAE,45.687285915224635,1.8743499279022218,0.11545588413910104,0.7166752815246582,0.7353711724281311,0.433,10,0.9302788813953425,4.057520580291748,0.1775759394008051,10.076821327209473,0.5434721112251282,2.2697086334228516,2.1851067543029785,0.0,0.4178379466666835,0.0415476000016497,0.00830952000032994,1700865,558.15380859375,236.31153428548177,0.0004985029647749126,-1.4288168996331605,0
DDPM,14.14026564602284,0.7597544193267822,0.14361827550470793,0.8540199398994446,0.9577681422233582,0.702,10,0.9608205656577747,6.21199369430542,0.10446167026916729,14.90456485748291,0.6056903004646301,1.5946226119995117,1.4985237121582031,0.0078125,4.831203436666631,41.02571950000129,8.205143900000259,5216833,6274.93408203125,0.0709272232548944,0.005831016004705613,-0.0018451870670514222,0
