generated_index,nearest_reference_index,feature_distance,below_1pct_real_baseline_threshold
7,1607,0.5914132,True
87,2866,0.6045608,True
82,4366,0.61173046,True
118,5025,0.6179411,True
11,1254,0.6447916,False
84,2415,0.65068674,False
122,8664,0.6609763,False
21,6898,0.6676546,False
4,6033,0.67340624,False
8,9544,0.70406836,False
9,4088,0.7289946,False
92,3338,0.7840185,False
126,2606,0.7896473,False
86,6526,0.7959098,False
79,3022,0.84480274,False
59,7650,0.8486233,False
22,7217,0.89572877,False
95,147,0.8993584,False
0,3648,0.9342167,False
94,7661,1.0110435,False
111,2470,1.0189661,False
80,7630,1.1258135,False
78,2595,1.1264571,False
65,4899,1.1307447,False
109,6075,1.1401935,False
64,3083,1.172233,False
121,7664,1.1825716,False
102,18,1.2035466,False
112,8417,1.2037653,False
103,5365,1.2100425,False
107,9159,1.2455794,False
13,3421,1.2710148,False
120,3745,1.2713509,False
45,2237,1.2737939,False
10,287,1.2746202,False
43,6569,1.2912505,False
108,3886,1.3130593,False
70,7993,1.3184997,False
106,321,1.3253791,False
113,2979,1.381554,False
93,642,1.3892665,False
117,4859,1.3953134,False
74,4714,1.4161557,False
46,7059,1.4299983,False
105,730,1.4489765,False
124,3191,1.4711064,False
99,7961,1.4879044,False
51,3842,1.5036348,False
27,1960,1.5475605,False
33,442,1.5513887,False
37,7946,1.5650443,False
72,7540,1.5681125,False
104,7017,1.571614,False
114,4144,1.5739412,False
30,8462,1.5751235,False
88,168,1.5880264,False
91,5733,1.5897753,False
62,6230,1.5908391,False
101,4165,1.6024828,False
24,891,1.6079,False
58,9492,1.62922,False
110,8049,1.6498369,False
115,9108,1.679474,False
14,1567,1.688491,False
98,7225,1.6949941,False
39,5305,1.6968577,False
23,3015,1.7008489,False
20,6752,1.7020652,False
2,6718,1.7026457,False
29,4716,1.7331957,False
73,5808,1.7357205,False
1,2935,1.7403517,False
19,49,1.7403933,False
3,8591,1.7434045,False
67,5397,1.7474653,False
32,26,1.7757409,False
123,2712,1.7816248,False
89,1128,1.7934155,False
28,9646,1.8480422,False
40,7538,1.8621958,False
12,9475,1.8685884,False
5,8957,1.8688468,False
83,3674,1.868958,False
56,5021,1.8880365,False
38,5232,1.8978597,False
15,2440,1.8983873,False
63,3672,1.9202636,False
116,442,1.9393578,False
127,5772,1.9404019,False
31,6165,1.9923751,False
48,1147,1.9927388,False
55,529,2.0012755,False
61,3936,2.0216684,False
96,9305,2.0579154,False
57,6303,2.0640771,False
71,498,2.0731113,False
76,124,2.0760515,False
41,2228,2.0928788,False
52,8978,2.0951223,False
85,2424,2.0978918,False
50,4879,2.0997584,False
35,224,2.1110544,False
44,6994,2.1472003,False
6,5040,2.17962,False
53,1394,2.2749028,False
81,352,2.2990837,False
18,6380,2.3012488,False
36,1335,2.3727796,False
42,8844,2.4588952,False
75,2112,2.5247111,False
16,9366,2.5268524,False
49,7698,2.554539,False
17,4429,2.5607271,False
34,7975,2.588786,False
25,9151,2.594566,False
69,9716,2.6349096,False
47,3387,2.6722333,False
60,9220,2.6894,False
100,4266,2.7641253,False
66,9818,2.7845898,False
77,1388,2.8134215,False
54,9498,2.9035423,False
68,9957,3.1227758,False
119,6529,3.216396,False
90,109,3.3692884,False
26,8086,3.4675393,False
125,8457,3.950984,False
97,2825,3.959507,False
