generated_index,nearest_reference_index,feature_distance,below_1pct_real_baseline_threshold
51,5631,0.5549144,True
103,7525,0.59193546,True
94,4035,0.6140645,True
125,2111,0.6648777,False
84,7105,0.6761368,False
32,6512,0.71387184,False
118,4387,0.71652806,False
113,1257,0.7454697,False
98,3222,0.77636164,False
36,7690,0.7815527,False
47,2440,0.805043,False
117,4071,0.82459354,False
20,7231,0.8255691,False
57,9948,0.83995277,False
122,6502,0.8412914,False
38,8984,0.8494275,False
79,9663,0.85360503,False
83,3004,0.8623174,False
96,8832,0.88116896,False
0,6714,0.89895535,False
4,788,0.90136665,False
119,3483,0.91618013,False
55,9561,0.92726344,False
70,6416,0.9701823,False
105,7652,0.9786384,False
16,5522,1.0094388,False
62,8996,1.018895,False
15,8289,1.0315218,False
111,1270,1.0411128,False
39,9694,1.0436598,False
42,5124,1.0437658,False
75,2836,1.0574869,False
102,5720,1.0848057,False
41,6989,1.0855229,False
60,3028,1.0948203,False
104,3044,1.0969505,False
95,8616,1.1311477,False
35,5972,1.1383116,False
107,357,1.1429837,False
108,4535,1.1432574,False
10,5389,1.1460834,False
68,6278,1.1494999,False
121,9694,1.1509526,False
33,5551,1.1612014,False
52,2647,1.1699822,False
90,5931,1.1857383,False
46,9175,1.208402,False
27,7018,1.2134016,False
40,7408,1.2311692,False
18,8797,1.239162,False
101,2395,1.243179,False
92,9936,1.2537328,False
100,6526,1.2630211,False
74,5339,1.2950382,False
28,3028,1.301268,False
63,4540,1.3307878,False
1,9641,1.3389124,False
53,1952,1.3514214,False
65,2395,1.3635191,False
43,2003,1.4182297,False
76,7943,1.4182593,False
87,6714,1.428497,False
110,8264,1.4293246,False
23,7293,1.4303944,False
7,6445,1.4405009,False
120,2267,1.4488266,False
54,9657,1.454812,False
86,9657,1.4654686,False
22,6852,1.4915789,False
56,6093,1.5117667,False
5,32,1.5564188,False
126,855,1.5622998,False
71,8644,1.6416337,False
8,6415,1.6492842,False
58,4874,1.6584527,False
34,7729,1.6729995,False
31,1993,1.6751119,False
21,2372,1.6829275,False
97,675,1.6874858,False
26,4824,1.6892104,False
44,101,1.7172934,False
85,4180,1.7290816,False
37,3323,1.7560017,False
115,6377,1.7623249,False
67,5514,1.7914873,False
3,3028,1.7923176,False
49,815,1.8004931,False
69,7355,1.8350251,False
30,7079,1.8356694,False
89,1470,1.86956,False
88,890,1.8821934,False
82,136,1.9274187,False
77,4427,1.9281291,False
24,7050,1.9628314,False
48,5921,1.9993924,False
64,9160,2.0010145,False
123,7256,2.0207813,False
106,1877,2.0405202,False
25,101,2.0608106,False
91,6287,2.0793142,False
45,6330,2.0935094,False
81,282,2.1012194,False
17,6022,2.1077685,False
66,1877,2.1375737,False
13,7069,2.1506557,False
2,8391,2.16883,False
6,9657,2.1831605,False
61,1680,2.2030566,False
19,4725,2.2537556,False
80,223,2.2683055,False
93,9382,2.2925744,False
72,7069,2.3361228,False
116,9887,2.3575861,False
99,5590,2.3579614,False
14,2721,2.4558759,False
11,5850,2.5096128,False
12,127,2.510555,False
78,7108,2.5375566,False
124,8115,2.6216335,False
9,136,2.6658561,False
73,70,2.7097404,False
59,4232,2.7316282,False
114,2958,2.7599792,False
127,8738,2.8505504,False
29,4901,3.0628936,False
109,2243,3.9996681,False
112,2428,4.034862,False
50,1877,4.225967,False
