noise_mse,lr,epoch_seconds
0.28992456120663673,0.0002,20.66222360000029
0.1307485962993112,0.00019959742939952392,7.808329900002718
0.10934139094476042,0.00019839295885986296,7.8337027999987185
0.09911820420931125,0.00019639628606958533,7.812139500001649
0.09290617563087365,0.00019362348706397373,7.815311999998812
0.08871701423977983,0.00019009688679024194,7.854907199998706
0.08503695436078927,0.00018584487936018664,7.818733000000066
0.08339572004203138,0.0001809016994374948,7.821780499998567
0.08164351998732008,0.00017530714660036114,7.847830500002601
0.08010094510070209,0.0001691062648986865,7.81747710000127
0.0795552653485331,0.0001623489801858734,7.820466700002726
0.07784090268200841,0.00015508969814521028,7.918938800001342
0.07651064621991124,0.00014738686624729989,7.81784830000106
0.07559663866614473,0.00013930250316539238,7.833567000001494
0.07435247212134559,0.00013090169943749476,7.827099099999032
0.07521584463016741,0.00012225209339563145,7.826737600000342
0.07411576563428188,0.00011342332658176557,7.8511732000006305
0.07333752307398565,0.00010448648303505152,7.839628500001709
0.07294834135421391,9.551351696494853e-05,7.8226984000029915
0.07305754682627218,8.657667341823447e-05,7.84404480000012
0.07206846054258018,7.774790660436858e-05,7.830620900000213
0.07198212359999788,6.909830056250527e-05,7.832860499998787
0.0722029765361342,6.0697496834607674e-05,7.85994429999846
0.0714315935198603,5.2613133752700145e-05,7.815636599996651
0.07095520262574327,4.491030185478976e-05,7.835537400002067
0.07140302992072599,3.765101981412666e-05,7.835195900002873
0.07055262193597596,3.089373510131355e-05,7.818986899997981
0.07030601003046694,2.4692853399638917e-05,7.836871800001973
0.07086220653406505,1.9098300562505266e-05,7.922845000000962
0.07099267609160521,1.415512063981339e-05,7.808661799997935
0.07049348597125761,9.903113209758096e-06,7.8489634999968985
0.06976133083988881,6.376512936026279e-06,7.825762299999042
0.0703781636367584,3.603713930414676e-06,7.819328600002336
0.07033852282269247,1.6070411401370332e-06,7.854311299997789
0.07016587552839312,4.025706004760932e-07,7.816494500002591
