model,custom_fid,custom_kid_mean,custom_kid_std,mean_classifier_confidence,median_classifier_confidence,recognizability_rate_at_0.8,class_coverage,class_distribution_entropy,class_distribution_jsd,inception_score,feature_pairwise_distance,sobel_sharpness,training_minutes,sampling_total_seconds,sampling_ms_per_image,trainable_parameters,training_peak_gpu_memory_mb,sampling_peak_gpu_memory_mb,peak_gpu_memory_mb,final_training_loss,training_tail_cv,nonfinite_loss_count
VAE,118.07587757417615,1.102085828781128,0.05949132516980171,0.7967168092727661,0.862348198890686,0.5828,10,0.8685639909378953,0.07743274016663484,4.309794902801514,12.971994400024414,0.5322597026824951,1.6114301899999797,0.18198860000120476,0.03639772000024095,1955211,1498.6181640625,6302.48388671875,6302.48388671875,944.4005126953125,0.016742578999326036,0
DDPM,28.970563659559154,0.35263943672180176,0.036373287439346313,0.9277873039245605,0.9983292818069458,0.8536,10,0.973775136255487,0.015344927506231376,7.812897205352783,19.630434036254883,0.6120153069496155,5.552158031666598,52.9957476999989,10.599149539999779,5787075,3104.9501953125,7682.5322265625,7682.5322265625,0.024921074509620667,0.10167034375981943,0
LDM,52.60061243814921,0.6751667857170105,0.049965642392635345,0.9508602619171143,0.9998949766159058,0.9006,10,0.9556938378879747,0.028276596746546506,8.003286361694336,20.59432601928711,0.5002078413963318,3.5036821199999393,3.815375399994082,0.7630750799988164,7743439,1498.6181640625,5195.8330078125,5195.8330078125,0.2752145826816559,0.06081396297533156,0
