total,reconstruction,kl,test_total,lr
360.1620377278646,347.09020135091146,13.071837091064452,263.2099630371094,0.002
255.18025244140625,239.36620255533853,15.814050182088216,252.400680859375,0.001992114701314478
248.58905954589844,232.7446494954427,15.844410551961262,248.20498291015625,0.001968583161128631
245.60290738932292,229.60972103678387,15.993185873413086,246.25182036132813,0.0019297764858882515
243.78040721028646,227.6579278076172,16.12247964070638,244.56455693359376,0.0018763066800438636
242.4561852701823,226.258016414388,16.198169276428224,244.0370974609375,0.0018090169943749475
241.57727791341145,225.3477708251953,16.229507191975912,243.55035859375,0.0017289686274214115
241.00978660481772,224.74662919108073,16.263158302815754,242.9549376953125,0.0016374239897486895
240.39219462076824,224.11001874186198,16.2821761912028,241.78525187988282,0.0015358267949789964
239.6903078125,223.4024505126953,16.28785694580078,241.23779052734375,0.0014257792915650725
239.19332366536457,222.84072551269531,16.352598114013674,240.82176166992187,0.0013090169943749473
238.83046810709635,222.45410358886718,16.376364518229167,240.6743955078125,0.0011873813145857248
238.52757224934896,222.15826040039062,16.369312069702147,240.31143686523438,0.0010627905195293135
238.1931458984375,221.7993900716146,16.39375603434245,240.17511003417968,0.0009372094804706867
237.9008367594401,221.51012478841145,16.390710942586264,239.69748969726564,0.0008126186854142754
237.6184795735677,221.20400677083333,16.41447285868327,239.60496079101563,0.0006909830056250529
237.40275418294272,220.9930161783854,16.409738088989258,239.37467465820313,0.0005742207084349273
237.2169532470703,220.78050603027344,16.436446709187827,239.24353288574218,0.0004641732050210031
237.00703529459636,220.56786725260417,16.439167573038738,238.98484301757813,0.00036257601025131025
236.85179876302084,220.40381354166666,16.4479856241862,238.9608677734375,0.00027103137257858867
236.73232525227866,220.27117963867187,16.461145588175455,238.69528598632812,0.00019098300562505268
236.5911543782552,220.10881298014323,16.482341645304363,238.6883621826172,0.00012369331995613645
236.52377994791667,220.03975673828126,16.48402281188965,238.4859099609375,7.022351411174866e-05
236.42532647298177,219.95734952799478,16.467976138305666,238.38003940429687,3.141683887136904e-05
236.38910720214844,219.90816766764323,16.48093874613444,238.3995211669922,7.885298685522236e-06
