train_loss,test_loss,test_accuracy,lr
1.2407317463556926,0.6640151306152344,0.759,0.001
0.5065261612415314,0.43896805725097654,0.8377,0.0009829629131445341
0.3712239233970642,0.37102035522460936,0.8661,0.0009330127018922195
0.3199876083691915,0.330385546875,0.882,0.0008535533905932737
0.28530414495468137,0.31602581787109374,0.8825,0.00075
0.2648699192841848,0.33030594024658205,0.8812,0.0006294095225512604
0.2443677943388621,0.2817512481689453,0.897,0.0005
0.23157809800306955,0.2696478652954102,0.9022,0.0003705904774487397
0.22211883738835653,0.2541909484863281,0.9068,0.0002500000000000001
0.2105687937259674,0.24559223022460938,0.9128,0.00014644660940672628
0.20505043714046478,0.2417699935913086,0.9117,6.698729810778065e-05
0.20081538114547728,0.24273304138183593,0.9134,1.70370868554659e-05
