model,custom_fid,custom_kid_mean,custom_kid_std,mean_classifier_confidence,median_classifier_confidence,recognizability_rate_at_0.8,class_coverage,class_distribution_entropy,inception_score,inception_score_std,feature_pairwise_distance,sobel_sharpness,nearest_neighbor_mean_distance,nearest_neighbor_median_distance,memorization_rate_below_real_1pct_threshold,training_minutes,sampling_total_seconds,sampling_ms_per_image,trainable_parameters,peak_gpu_memory_mb,final_training_loss,training_tail_cv,training_loss_slope,nonfinite_loss_count
VAE,47.021792500935305,1.8638673067092895,0.07493040032889398,0.7128748297691345,0.7372599244117737,0.4294,10,0.9180194521956524,3.9718801498413088,0.09261975749360013,9.619763374328613,0.5523774027824402,2.082474708557129,2.024315357208252,0.0078125,0.4129932533332976,0.034006699999736156,0.006801339999947232,1700865,558.15380859375,236.35224602864582,0.0005416644023628083,-1.6625756970465295,0
DDPM,9.697587950505806,0.43544764518737794,0.07518395300235535,0.8212319612503052,0.908828854560852,0.628,10,0.9845496072702674,6.040993165969849,0.09756913212065228,13.331430435180664,0.6986079216003418,1.6062743663787842,1.5060572624206543,0.015625,4.7843528366666455,41.19521760000134,8.239043520000267,5216833,6274.93408203125,0.07016587552839312,0.005460693803685191,-0.0019062100783620868,0
