generated_index,nearest_reference_index,feature_distance,below_1pct_real_baseline_threshold
4,5819,0.25018305,True
94,1783,0.44095662,True
100,7752,0.6296579,False
117,7401,0.6355794,False
61,9555,0.662406,False
107,3508,0.7066535,False
17,3169,0.7236058,False
41,9981,0.74355346,False
26,7997,0.7858847,False
77,8223,0.84120303,False
113,5520,0.8587711,False
69,1181,0.8613658,False
47,2471,0.87534434,False
96,5104,0.8835079,False
50,361,0.8870155,False
39,6013,0.8937761,False
45,3350,0.928016,False
27,788,0.9753352,False
5,1537,0.98803806,False
12,7213,0.9959693,False
108,2566,1.020384,False
99,186,1.0370193,False
57,9062,1.0374918,False
13,4636,1.0421381,False
91,2859,1.0627047,False
7,9358,1.0907605,False
20,2532,1.0952418,False
84,5519,1.1002666,False
38,7378,1.1200963,False
1,8707,1.128597,False
59,7000,1.154814,False
90,8897,1.1596959,False
14,6513,1.1639216,False
97,6390,1.1664915,False
2,5863,1.1666648,False
10,243,1.1678185,False
42,4060,1.1855742,False
56,4221,1.2042342,False
21,7693,1.2302021,False
46,8397,1.2312002,False
74,9682,1.2373104,False
15,1833,1.25131,False
89,3204,1.2592795,False
71,3089,1.27951,False
124,7075,1.2818483,False
83,2284,1.2850168,False
105,8397,1.3056607,False
49,7577,1.307039,False
82,7013,1.311715,False
28,2527,1.3342146,False
62,2439,1.3673577,False
40,8400,1.3688439,False
121,8960,1.3722868,False
37,3725,1.3770071,False
112,8152,1.3903767,False
33,243,1.4359335,False
25,4632,1.438097,False
70,3002,1.4571438,False
95,4994,1.4596497,False
23,5039,1.4641925,False
104,4494,1.4771799,False
36,5855,1.4946818,False
67,7994,1.495696,False
122,8168,1.4967463,False
44,2415,1.5153682,False
52,9398,1.5303093,False
18,288,1.541784,False
125,3879,1.5565169,False
127,5774,1.5952942,False
60,9876,1.6276394,False
109,2177,1.6293751,False
116,7815,1.6550213,False
32,3817,1.6723541,False
81,7085,1.6768372,False
115,6633,1.6888987,False
11,8925,1.7031698,False
118,8081,1.7319782,False
98,6970,1.7554237,False
3,4586,1.7624396,False
0,1497,1.7728179,False
53,6970,1.7828661,False
126,835,1.8123716,False
30,6474,1.8127273,False
34,8841,1.8560998,False
111,5758,1.8599197,False
63,6685,1.8727494,False
86,808,1.8842697,False
24,6829,1.8927817,False
31,5951,1.8953542,False
101,9735,1.9005482,False
55,3512,1.9013529,False
88,3608,1.9130299,False
78,101,1.9222759,False
43,9646,1.9330097,False
68,4504,1.9363341,False
64,6065,1.9626195,False
65,607,1.977259,False
54,7815,2.0343904,False
79,5216,2.0830936,False
8,5893,2.0901613,False
35,9367,2.095915,False
123,2860,2.1049685,False
29,8776,2.1220486,False
9,5610,2.1326032,False
48,1481,2.1831324,False
120,4113,2.1872575,False
103,5676,2.214017,False
114,5722,2.2232096,False
75,1706,2.235807,False
58,2130,2.2556133,False
106,5504,2.2738981,False
110,9350,2.3614957,False
16,6050,2.3666492,False
76,9006,2.4871252,False
51,3968,2.5126002,False
73,6833,2.5238879,False
93,1297,2.526275,False
19,4927,2.5334742,False
66,2860,2.5389392,False
102,6961,2.5440872,False
92,9259,2.6473045,False
119,4231,2.706666,False
6,2951,2.707702,False
72,8874,2.7617795,False
80,6065,2.80611,False
85,2860,3.0299957,False
22,201,3.063739,False
87,9350,3.6381319,False
