step,noise_mse
1,1.1201674938201904
51,0.7626873254776001
101,0.5089331865310669
151,0.3922666609287262
201,0.3258751630783081
251,0.32167965173721313
301,0.3041418492794037
351,0.2717309594154358
401,0.29196804761886597
451,0.28738588094711304
501,0.24922925233840942
551,0.2744227647781372
601,0.26563504338264465
651,0.2522624731063843
701,0.2554367184638977
751,0.25495225191116333
801,0.26240500807762146
851,0.22276653349399567
901,0.26699894666671753
951,0.230634868144989
1001,0.22234554588794708
1051,0.22005154192447662
1101,0.22215038537979126
1151,0.2210262417793274
1201,0.2193218469619751
1251,0.20774801075458527
1301,0.2000199854373932
1351,0.21729959547519684
1401,0.20776748657226562
1451,0.18514665961265564
1501,0.20965009927749634
1551,0.20287810266017914
1601,0.20917338132858276
1651,0.19933319091796875
1701,0.21227678656578064
1751,0.19216211140155792
1801,0.204083651304245
1851,0.21456706523895264
1901,0.20778986811637878
1951,0.22502431273460388
2001,0.18895351886749268
2051,0.21639613807201385
2101,0.1838100254535675
2151,0.1901942789554596
2201,0.18262027204036713
2251,0.18480536341667175
2301,0.189436137676239
2351,0.17454767227172852
2401,0.22637289762496948
2451,0.1973196119070053
2501,0.1981126368045807
2551,0.19634999334812164
2601,0.21098649501800537
2651,0.17232981324195862
2701,0.2179407775402069
2751,0.17301428318023682
2801,0.189863920211792
2851,0.18780139088630676
2901,0.187643900513649
2951,0.19682136178016663
3001,0.19982051849365234
3051,0.19142860174179077
3101,0.19424515962600708
3151,0.19300472736358643
3201,0.20002683997154236
3251,0.17955848574638367
3301,0.18492212891578674
3351,0.160723477602005
3401,0.1804574579000473
3451,0.20527535676956177
3501,0.18374164402484894
3551,0.1968185007572174
3601,0.17450037598609924
3651,0.1887100338935852
3701,0.17668357491493225
3751,0.1674235761165619
3801,0.17262473702430725
3851,0.19296890497207642
3901,0.18625223636627197
3951,0.18644841015338898
4001,0.18686078488826752
4051,0.1944872885942459
4101,0.19976410269737244
4151,0.1885751336812973
4201,0.17228524386882782
4251,0.17679369449615479
4301,0.1766468733549118
4351,0.16449446976184845
4401,0.17325446009635925
4451,0.1692681610584259
4501,0.16371451318264008
4551,0.17655307054519653
4601,0.1426757574081421
4651,0.18344244360923767
4701,0.1719796061515808
4751,0.1710374653339386
4801,0.17805790901184082
4851,0.15411710739135742
4901,0.16833063960075378
4951,0.17728260159492493
5000,0.15792427957057953
